27,MAHARASHTRA                                       ,2726,AHMADNAGAR                                        ,168725,101779,3178,0,566,2704,493,0,46671,66568,6892,0,142635,8296,106151,0,162054,90966,3178,0,202,2704,493,0,21672,27974,6892,0,110326,7778,90782,0,91547,85089,83264,83215,82761,78320,78217,73560,83990,90821,86355,84257,83270,83252,78827,78703,81735,83409,91059,86985,84562,84638,83946,79303,80582,81742,84250,91550,86332,84993,84498,82791,81163,79423,81002,83122,89095,85973,84274,83566,57983,36556,27683,16974,48854,23832,25628,11932,0,0,103.48,0,0,94.34,0,0,84.96,0,0,73.87,99858,76705,4259,0,61183,296238,37079,36269,36693,38091,40458,38579,37417,36987,783,944,1051,1149,1143,865,787,687,488,591,675,694,751,564,532,399,339749,198724,199283,132122,3147,0,138895,3571,102722,12817,30143,6923,0,2906,7429,3581,2938,7618,0,0,1783,0,213,207,65,45,57,53,43,40,73,33370,18978,16219,9084,126259,77534,56592,33821,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2705,AKOLA                                             ,31781,65042,0,0,1889,492,2147,0,17624,42639,3571,0,45115,11626,24594,0,23887,53510,0,0,1200,492,589,0,5104,10770,1263,0,23145,3383,13437,0,34751,35246,35988,36344,35710,33929,34080,31398,32842,34675,35009,35362,35767,35616,33768,33375,30259,32494,33715,34304,33332,34295,34019,31387,28873,29634,31727,32898,33056,33438,34468,33336,29286,28847,29736,31830,32663,33151,33757,33887,35423,25042,17172,12103,9849,4714,5527,2495,0,0,99.95,0,0,94.51,0,0,86.72,0,0,75,24274,51976,1437,0,21510,117916,13965,13763,14226,15227,15545,15838,16217,16373,408,538,623,733,768,716,714,442,259,410,465,518,554,573,640,417,132196,79983,31213,61412,417,0,37475,591,19721,7822,28279,0,0,6623,594,5015,9570,16877,3154,0,1659,10933,959,395,270,296,282,172,95,40,123,35624,22316,17575,11122,67311,46065,31881,21986,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2707,AMRAVATI                                          ,50513,109497,2312,0,6510,1693,5041,0,38199,38119,2843,0,60711,19740,43169,0,40034,94069,2312,0,2322,1693,1836,0,8454,8801,1544,0,27879,7038,21976,0,52044,52353,52482,53434,55926,53523,52929,50256,50640,51014,52017,52034,53762,55612,53462,51244,47244,49620,50423,51590,51539,53558,55224,50643,46849,46161,48958,49899,50856,51291,52916,52309,46697,45822,45469,48283,49255,50340,50945,50723,38675,27513,18742,13157,46163,22489,28020,13554,0,0,103.65,0,0,92.93,0,0,87.41,0,0,72.04,43430,71754,2282,0,29243,181821,22482,22103,21714,23312,23536,24081,24150,24393,534,686,757,821,623,626,637,419,382,484,510,550,441,457,497,380,198627,117844,62321,105174,2610,0,54459,4931,39980,10433,29176,0,0,7910,997,4294,15201,10961,2545,0,2338,15226,2495,129,105,86,93,60,32,36,76,42579,25296,20674,12544,103806,68653,49659,32489,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2719,AURANGABAD (MAHARASHTRA)                          ,63498,170939,1507,0,5171,1246,15062,0,58918,172141,1671,0,49057,15564,66181,0,59304,153978,0,0,4319,943,12929,0,20697,45323,1671,0,44703,7765,21841,0,80344,76706,74423,69670,66974,63233,61355,47774,70677,72630,71808,69234,66632,64030,59836,50930,73365,75697,77752,76236,73064,70221,67113,55199,84922,81623,82945,83634,80221,77811,74782,67061,84483,82609,80716,82532,82366,79945,77747,70786,65829,37478,31209,17486,23555,11176,11127,4972,0,0,109.87,0,0,95.55,0,0,96.16,0,0,75.61,57367,161655,1287,0,25327,288411,39231,38316,37413,38492,38576,37289,35704,32073,695,948,1004,1088,915,838,687,393,448,586,665,713,564,518,458,296,361198,180801,91034,251158,670,0,48443,3564,69148,13073,56678,0,0,5711,0,5309,18431,34164,2508,0,65,13246,5686,639,503,466,493,572,479,482,503,99555,49508,48381,24074,112474,65720,51339,29465,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2710,BHANDARA                                          ,24597,41167,747,0,6397,194,1959,0,9614,15491,5179,0,23904,7431,16596,0,23584,40951,747,0,4542,194,1834,0,7340,7444,3536,0,19261,3327,14525,0,20941,21642,21960,22861,22234,22110,22507,22287,19529,19972,21016,21431,22374,21932,21770,21913,19029,19360,20010,20916,21159,22305,21929,21643,19250,18421,18894,19542,20591,20968,22137,21752,18506,18713,18272,18842,19473,20483,20888,21954,14632,10356,7173,4981,7384,3541,4758,2249,0,0,101.08,0,0,94.35,0,0,88.56,0,0,76.64,17256,27799,2701,0,14230,74790,8890,9212,8793,9234,9398,9772,10175,10679,296,332,371,405,394,448,412,282,211,247,311,309,304,350,356,347,82185,51439,32110,52040,564,0,30000,1314,17941,2706,3896,5362,0,0,6311,217,324,686,0,0,206,0,429,10,13,9,5,12,11,4,3,1999,1155,980,560,68256,46296,33155,22486,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2727,BID                                               ,79811,100303,374,183,215,15043,2947,0,31049,66504,601,0,55934,8372,60574,0,77729,94357,0,64,215,12878,2063,0,8201,19113,0,0,45654,3265,37919,0,68220,60951,56995,53589,50560,48080,48570,43181,61551,62679,59255,55911,52868,50351,48720,46008,58426,58798,60332,57822,53725,50993,48566,44296,57886,54791,55620,57273,54155,51605,49409,44701,58655,54468,53139,54270,55781,53716,51535,47264,42630,23421,20515,11128,5976,2764,2835,1206,0,0,107.03,0,0,93.85,0,0,92.27,0,0,71.33,51110,80027,489,75,25264,195138,26453,24724,24542,25217,26221,25298,23833,21736,666,816,925,976,803,607,550,354,362,522,662,637,564,396,363,198,238227,115908,96591,142162,291,0,52600,15759,60246,7546,21409,83,0,3303,933,1833,6723,3845,601,183,246,6723,766,102,92,105,96,31,31,41,18,43217,20870,20783,10295,105344,58050,48282,27005,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2704,BULDANA                                           ,63073,120425,0,294,6995,1709,8516,0,22083,42155,5236,30,68135,9001,37328,0,50278,114379,0,150,2688,796,6185,0,6529,17770,1730,6,34125,4843,29738,0,54035,52160,52430,53776,53050,50429,49427,46212,51479,52677,51200,51841,53166,52765,49929,47774,49465,50481,51967,50830,51270,52822,52109,47540,47615,48090,49705,51149,50019,50778,52061,49170,49384,46291,47382,49198,50327,49687,50432,49405,48628,32526,23351,15419,15215,7142,7084,3295,0,0,103.33,0,0,93.7,0,0,89.74,0,0,75.25,40443,76827,1825,302,32188,178100,22510,21287,21821,22839,23448,22921,23093,22920,554,647,750,786,653,540,551,292,316,395,444,480,388,317,318,175,210672,120082,69874,117129,367,324,65208,1105,43703,9294,29308,0,0,9060,0,2210,6410,16251,4869,0,177,9605,0,206,117,79,64,28,35,2,7,40894,22418,19937,10857,136525,83426,61719,37912,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2713,CHANDRAPUR                                        ,39461,80917,2254,0,1268,1110,1858,0,14826,31413,11464,268,41741,25312,24657,0,33625,78959,1461,0,217,1110,1194,0,6471,15618,7064,268,28321,9418,13293,0,38128,38466,38443,39506,39585,38661,39719,41027,35704,37217,38051,38009,39411,38855,37935,38701,34992,35900,37382,38097,38035,39477,38901,37997,34591,34198,35201,36427,36891,36967,38495,37229,34222,34713,34202,35008,36248,36906,36936,38045,28654,18598,13819,8902,34219,16664,21355,10187,0,0,102.86,0,0,94.45,0,0,89.6,0,0,73.53,27593,54691,6013,151,19301,133592,16400,16886,16520,16790,17496,17607,17422,17999,394,514,563,586,674,524,556,433,274,301,440,412,486,432,443,370,151903,87102,47249,94358,1430,310,40006,4023,25624,6311,14777,11495,0,326,22399,0,1802,2117,793,0,2094,0,560,247,222,205,229,242,228,266,269,7807,4619,3803,2164,95739,62594,46256,29700,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2702,DHULE                                             ,90251,14698,2920,0,1781,2268,338,0,34877,49006,9344,0,62664,3503,50422,0,87344,11640,2920,0,0,1584,190,0,12911,24794,7209,0,39085,2487,39816,0,46797,44140,40360,38351,35273,33598,32523,30659,46502,44218,42261,38758,38727,36796,35573,33361,44280,45210,43386,41669,39502,39043,36906,35091,43662,42582,43577,41906,39516,37683,37181,34234,42952,42288,41816,42932,40347,39167,36993,35974,12766,7934,6022,3751,89497,42330,37648,16732,0,0,101.68,0,0,82.72,0,0,87.81,0,0,64.56,60193,27275,5212,0,28852,148878,20018,19873,19549,20028,18603,17841,16780,16186,412,414,484,557,393,354,395,485,204,261,305,323,210,244,258,335,181655,87519,114489,46654,9051,0,58275,3634,46964,5446,11022,37,0,5251,0,2062,5644,6028,3176,0,182,2301,1454,167,139,112,94,219,54,57,89,19882,11071,9856,5148,84585,52612,38666,23741,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2712,GADCHIROLI                                        ,28280,48678,4333,452,1587,5045,1200,0,4080,11198,1803,0,20572,13981,6874,0,27003,47738,4333,452,1349,5045,1200,0,2666,9996,1537,0,17007,11216,5964,0,23201,22211,21780,21791,20436,20585,19080,18930,22172,21956,21707,21322,20517,19976,20124,18447,20380,20849,20938,20754,19862,20058,19530,18993,19616,19287,19946,20172,19382,19213,19533,18439,19800,18732,18726,19403,19043,19003,18868,18721,9721,6537,4690,3151,43941,21306,22714,10759,0,0,102.86,0,0,83.2,0,0,89.19,0,0,61.61,16567,28864,3004,283,10752,71847,9620,9107,9120,9385,9155,9145,8934,9009,359,461,477,520,411,380,361,207,246,339,392,388,344,326,258,179,82992,41903,30009,51113,5870,114,21117,13835,7644,1964,4134,266,338,123,5191,96,286,2568,0,0,823,0,334,16,14,10,14,24,27,34,70,1671,972,828,493,34245,22259,16655,10744,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2711,GONDIYA                                           ,22341,67802,1557,129,3600,715,2588,0,7402,24565,1368,0,24419,6837,9491,0,21306,66943,1557,129,3093,715,1557,0,5366,13863,669,0,22009,2611,7471,0,24003,24273,24161,25710,25626,25334,24788,24439,22504,23481,24376,23810,25705,25547,25036,24229,21861,22281,23446,24290,23813,25468,25382,24571,21545,21324,21974,23073,24051,23490,25244,24728,20423,21024,21055,21832,22971,23898,23350,24812,13700,9119,6751,4318,19080,9452,12999,6486,0,0,101.05,0,0,92.94,0,0,87.35,0,0,72.71,14936,45175,1553,78,13396,84579,9914,10303,10275,10766,11301,11548,11524,11986,264,308,434,504,513,417,380,273,151,222,319,340,402,335,305,213,92760,56376,23519,68555,1557,129,23095,1363,9339,3682,12840,0,0,4744,291,2624,2846,10535,1368,0,180,5898,116,33,30,27,19,1,0,0,3,2321,1282,1131,644,67726,45780,33105,22253,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2716,HINGOLI                                           ,33743,76035,242,80,539,731,8836,0,10145,21546,764,0,18694,1807,14882,0,32513,73226,242,0,224,731,8099,0,3311,7098,764,0,13800,675,7280,0,29274,27333,26196,24171,22156,19833,19339,16267,27007,28062,26793,25763,22958,21100,19174,16586,25033,26320,27360,26357,24111,22045,20656,16958,24924,24317,25754,26720,25167,24080,22387,18569,24560,24280,23981,25220,25559,24363,23377,19977,23683,14136,11499,6945,14439,6910,7057,3359,0,0,101.14,0,0,84.21,0,0,88.45,0,0,61.66,20893,47807,490,36,8725,89959,11524,11449,11358,12142,12410,11798,11417,9397,354,384,450,488,447,336,227,115,238,258,295,334,288,262,187,83,108090,49586,38911,88922,1006,80,17540,1263,23404,2267,6956,0,0,1469,0,314,2705,1422,0,0,0,1275,0,107,108,116,125,142,128,116,3,16165,8088,7718,3895,39988,21362,19176,10006,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2703,JALGAON                                           ,126757,110649,2395,80,2084,4108,1556,0,71538,82858,4636,0,90936,12779,131994,0,121463,87349,1736,0,557,4108,0,0,20329,24984,3269,0,61282,5751,83432,0,88050,83294,81266,79440,70630,66615,65532,58729,82925,89909,86351,83806,80649,78427,73984,69614,84330,84087,90997,86975,82612,81653,79363,72589,82790,84649,83934,90005,82884,81561,80498,74600,81839,81367,82955,82294,84609,81488,80299,76211,40774,25732,19277,12128,95309,43710,41906,18415,0,0,105.91,0,0,92.9,0,0,90.53,0,0,70.88,91550,88225,2762,29,40097,290245,36992,36628,37534,37604,38272,36521,36009,33776,535,633,710,618,562,511,497,473,247,337,367,375,367,318,313,247,353074,181602,172847,135652,3030,132,83084,6368,120944,12961,38421,206,0,7640,0,8255,12459,17732,3795,0,508,10519,3425,416,284,306,250,430,248,256,115,51835,28843,25476,13919,207431,125612,92103,55102,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2718,JALNA                                             ,56743,109668,0,559,771,0,11474,0,23110,38142,686,0,34442,3713,34222,0,54708,106438,0,399,771,0,9459,0,6867,13214,270,0,24746,478,21578,0,49834,46765,43792,41562,37749,34583,32089,27087,46458,45998,44673,42077,39545,36422,33538,28896,42808,45218,45182,44036,40447,39077,35915,30282,41390,41440,43642,43736,41498,38955,37389,31198,41918,39976,40458,42666,41659,40186,37965,33945,33763,19079,16378,8968,5961,2820,2788,1247,0,0,101.28,0,0,86.51,0,0,89.33,0,0,67.39,37517,72731,536,215,15815,149038,19542,18697,19176,20653,19973,19378,17972,15751,275,361,396,491,397,273,237,123,161,226,288,301,256,251,182,87,182306,87320,65061,127418,270,0,32882,621,41056,5909,14919,392,0,1300,0,2369,7302,4965,416,479,326,3092,1913,236,169,176,169,50,5,9,7,34356,17145,16831,8316,76424,41889,36076,19694,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2734,KOLHAPUR                                          ,55375,166929,0,131,802,275,604,0,49619,55152,3381,71,59395,9504,76303,0,52579,143784,0,131,343,275,276,0,16541,22907,2422,71,33657,6732,51816,0,63372,64129,62693,64656,65917,65587,66107,65608,61902,62622,64242,63016,65470,65533,65381,64743,62049,62665,63380,65205,63808,65960,65970,64899,60760,60249,61623,62443,64646,63565,65344,64367,60017,59775,60171,61683,62581,64834,63537,65238,43303,27522,20597,12988,1996,877,802,344,0,0,101.16,0,0,96.05,0,0,89.93,0,0,77.67,49047,103470,1272,73,26016,216494,27060,27312,27599,28550,28313,29063,28000,29161,438,466,599,620,663,454,472,321,275,294,395,439,408,322,295,242,270452,156562,93319,188452,0,122,57615,1370,72818,11919,27667,3381,80,1508,8409,3919,1392,5803,0,0,1074,0,201,179,159,125,137,118,113,95,57,25191,14637,12008,7047,70489,43205,32382,19425,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2728,LATUR                                             ,31685,101513,0,133,1217,14798,671,0,44397,99072,1325,0,55324,6356,51842,0,30467,99894,0,0,876,13556,277,0,12738,25186,790,0,29702,2049,28074,0,61623,58743,56526,54046,52226,50296,50647,45815,58795,58064,57897,55852,54058,51864,49999,46332,55261,54465,55163,55341,53595,52288,50271,44926,54894,51029,51938,52983,53927,52776,51203,45623,54636,52014,51008,52022,52997,53314,52644,47924,55363,31990,26450,15055,7619,3504,4148,1730,0,0,110.25,0,0,96.94,0,0,96.35,0,0,78.97,34538,97745,537,59,22255,187455,25191,24451,24024,24441,24174,24193,23844,21148,677,665,681,697,650,455,381,242,366,422,482,483,332,308,291,167,229555,125349,66944,171456,823,133,53415,15422,50003,4845,20800,26,0,2954,152,1327,4293,8329,502,0,172,5580,0,253,218,168,227,233,175,166,248,48810,25369,24135,12641,81703,48391,37384,20982,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2722,MUMBAI (SUBURBAN)                                 ,32115,317503,0,0,0,0,13792,0,473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193970,183950,187124,184672,56327,53777,51258,15138,187049,182196,178573,182115,54005,51178,48942,17115,175421,182423,181413,177403,55448,51279,50730,14802,165823,177988,181573,180309,53334,52601,49746,16311,164234,174783,180776,182353,54317,49517,48964,15704,67330,18579,33524,9464,6845,3366,2027,1026,0,0,108.59,0,0,25.23,0,0,92.57,0,0,18.7,247280,160001,0,0,0,414115,78686,83632,86045,86532,27175,24589,24531,7751,696,1009,1164,1151,379,358,335,35,493,652,729,856,316,324,290,14,644875,84635,363535,46613,0,0,0,0,375,84354,64225,0,0,0,0,8971,34572,106728,0,0,0,0,2148,1013,1199,1248,1172,623,547,565,81,228903,45513,114412,22165,60473,13259,30151,6757,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2723,MUMBAI II                                         ,0,0,9774,0,0,3258,0,0,794,1754,36491,857,152547,72054,362696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136968,130233,130504,168555,0,0,0,0,133744,140403,133994,162083,0,0,0,0,135179,137675,143908,166209,15069,15046,14909,14681,135157,138587,140603,175692,17086,16866,16687,16430,136627,136856,139730,168926,10595,36115,5066,17014,1024,461,2612,1218,0,0,99.41,0,0,326.53,0,0,84.87,0,0,262.58,313,690,20728,336,66231,293955,7827,7695,7494,7436,62955,62834,63513,77822,13,28,35,50,841,989,1097,1164,9,6,16,13,693,763,815,975,173908,358261,794,1754,46265,493,87165,75312,217643,0,0,0,44,38294,0,82003,0,0,0,0,13825,0,32553,1,0,0,0,26,0,2,84,30670,90524,14272,42658,11654,39914,5359,18776,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2709,NAGPUR                                            ,49979,74830,5831,0,4441,563,9661,0,83191,150260,36437,0,90607,35094,72375,0,33737,52431,1312,0,1318,563,956,0,17393,34800,16765,0,30492,16616,24484,0,75269,74672,74821,76809,84056,80433,79874,80309,76937,77942,78283,78160,79725,83425,79320,77101,77841,80243,80086,79337,80609,81910,84842,78969,80930,79215,81347,80545,79785,79777,81775,83718,79008,77946,76831,78991,79236,78730,79146,79949,74010,45857,35631,21759,41284,19636,22285,10636,0,0,108.42,0,0,99.61,0,0,91.85,0,0,77.49,67971,106236,18190,0,45923,294707,37866,37461,37076,37553,37502,37451,37197,38107,676,712,791,839,773,645,717,637,417,469,512,555,578,576,639,603,332118,185007,75383,114140,589,0,69132,2126,51810,35943,73615,41619,0,9141,33367,10515,18319,29263,60,0,11687,164,16244,0,0,0,0,0,0,0,0,37591,21753,18256,10616,202422,124187,96996,58969,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2715,NANDED                                            ,69153,149220,2106,500,218,29061,1188,0,38677,103330,2465,0,53533,12058,58080,0,66259,133188,2106,189,218,24357,317,0,10494,32460,2234,0,29917,5598,32454,0,86296,78538,73134,67531,58503,53869,52818,43378,81508,81080,76783,72905,63977,58333,54927,48664,78669,76169,77689,72922,68158,64036,59010,51126,72305,70418,69214,70063,67008,63854,60705,52182,71711,68997,68760,68234,67648,65217,62821,55339,72088,40810,34976,20220,32239,15625,16672,7998,0,0,100.33,0,0,81.87,0,0,88.09,0,0,63.97,52030,125219,2182,236,24995,251548,34140,33109,32977,32974,32940,32136,30507,26421,656,793,893,891,608,549,468,315,463,510,570,577,431,392,317,212,303230,143295,95843,209316,3458,219,47632,30575,55284,6383,29962,99,0,5880,1615,2395,6194,12530,1113,281,73,8972,793,304,258,221,197,74,54,45,78,56221,27307,27647,13892,125796,65385,60249,31045,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2701,NANDURBAR                                         ,74497,36881,7527,155,202,12137,1077,0,16369,20296,17385,10,32785,12320,28397,0,70373,34505,6616,155,179,11174,710,0,8422,13383,13378,10,19687,10879,22095,0,40403,36677,34474,32388,25894,24254,22345,20828,39352,37689,35018,33169,27527,25734,24564,22033,37303,37040,36036,33732,29150,27321,25356,23115,36729,35928,35782,35016,31341,29233,27577,24367,36507,35576,34990,35262,33090,29998,28601,26402,5142,3302,2521,1529,131138,62979,58235,27566,0,0,94.15,0,0,68.5,0,0,85.41,0,0,54.07,44652,26424,11623,60,14385,122871,17391,16796,16497,16768,15771,14154,13335,12259,205,151,129,135,91,117,82,103,112,77,86,96,75,62,62,87,159135,67091,83966,51597,20920,22,30590,21120,27235,3011,2604,2785,143,467,3259,611,3332,2776,891,0,1518,78,1517,209,207,213,154,215,203,193,185,8931,4718,4166,2232,26286,16130,11933,7253,,,,,,,,,,,,,,,,
27,MAHARASHTRA                                       ,2720,NASHIK                                            ,164623,195670,10766,0,384,20903,1741,0,97032,139487,10708,0,124140,19423,129746,0,155371,138045,5974,0,209,20005,702,0,18673,46859,2524,0,79537,9460,66057,0,124946,120226,118878,117099,112813,106850,104807,94503,122664,122751,119211,117624,114309,111288,105504,99952,122052,122188,122885,119470,116168,115670,112227,101025,122065,119818,119842,120992,115371,114271,113326,104641,122751,121488,120014,119981,118187,115049,113728,107252,56467,34336,27070,16213,194843,94354,95873,44940,0,0,101.5,0,0,87.22,0,0,88.39,0,0,68.72,124387,159825,9653,0,54417,429556,57779,57067,56457,56753,55795,53858,52470,49407,789,1037,1237,1176,945,950,854,700,500,703,816,765,714,677,604,536,524649,264756,214997,244772,5974,0,107847,23913,112649,25837,39987,15500,0,3464,16547,9836,20754,50062,0,0,12419,0,8238,0,0,0,0,0,0,0,0,77388,41008,38835,20435,188419,103032,86798,46659,,,,,,,,,,,,,,,,
