20,Jharkhand                                         ,2015  ,LOHARDAGA                                         ,27041,51531,4718,0,2037,0,1394,3051,3617,0,1828,0,26475,47287,4718,0,1066,0,1201,1280,3221,0,216,0,24469,18116,16848,14792,13596,9701,7827,5988,21964,15919,15861,14551,13464,11076,8804,5807,21053,15431,14750,14159,13185,11168,10269,6612,18387,15816,15203,14149,14311,11301,11398,10472,15779,14500,14540,13265,13056,10870,10204,9780,3663,1301,1791,631,44227,22277,18392,9794,175.18,178.76,0,95.74,113.47,0,142.08,144.89,0,78,85.03,0,15243,29386,5328,0,2686,52643,7776,7279,7439,6681,6667,5787,5431,5583,79,56,67,77,71,58,26,31,44,33,51,35,48,34,43,31,59011,24430,29231,54980,8256,0,4098,659,1355,842,0,0,354,338,1915,0,0,52,0,0,0,0,0,0,0,0,0,2426,626,390,252,256,112,140,100,14017,6143,7123,3596,20239,9765,10395,5641,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2010  ,PAKAUR                                            ,53432,101801,12653,0,3017,0,113,3707,2543,0,262,0,52501,95962,12653,0,2139,0,113,3377,1583,0,262,0,57714,40305,32648,28041,23476,12707,9049,6542,46821,36417,29953,23781,20489,13799,9810,7736,37681,31743,28857,23535,19405,14131,11523,8049,32745,30762,29281,26288,22075,14075,12892,10937,31212,27616,27987,26529,24115,16181,13077,12137,5317,1401,2570,686,60141,29118,14703,7029,163.56,168.34,0,59.77,67.36,0,151.23,146.58,0,54.21,55.44,0,26410,53329,7573,0,1855,89167,14982,13541,13766,13436,12172,8327,6703,6240,84,72,86,74,83,50,50,67,61,57,50,71,61,40,48,40,119889,33815,50534,89935,7002,0,3127,2186,6003,2724,0,30,214,4862,3072,0,18,317,903,1032,0,0,0,0,1366,0,0,6430,2752,2140,1712,1670,654,374,320,52451,16781,26506,9316,68278,24323,34407,13060,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2002  ,PALAMU                                            ,119187,301512,25839,835,3259,0,1814,12647,14160,0,8331,0,115831,289777,25839,835,2493,0,1505,8844,10087,0,7617,0,101024,86428,78067,68213,55979,28806,23860,17495,104916,81599,80775,71846,62116,40807,31863,25650,99963,76774,73221,71901,65214,45062,37670,28682,86288,78470,74294,71310,70138,52014,43480,36428,76057,68058,71124,67280,65503,52832,48765,43362,110965,40144,54247,19206,45570,22391,15932,7642,149.91,151.74,0,66.07,78.39,0,125.21,124.77,0,54.76,64.49,0,59896,157854,18377,234,6547,242908,37090,33456,35097,33481,32225,26332,24115,21112,237,228,219,225,228,211,177,151,152,111,153,147,149,139,147,136,299616,118710,118367,308295,33247,835,11519,1716,6848,1532,0,0,837,3175,4900,0,71,0,0,963,0,0,75,0,0,0,0,16726,8874,5934,4456,4666,1480,1116,672,42006,17838,20961,9237,160392,73369,79765,37088,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2017  ,PASHCHIMI SINGHBHUM                               ,109948,122246,22435,255,4066,0,2383,12821,9824,296,3065,0,105897,112668,19182,255,2234,0,462,4144,3105,0,1624,0,82666,52629,43169,37065,34966,27663,21900,15611,74990,48808,45346,38498,34654,27888,24915,19290,67728,44767,41473,38656,34558,25969,24105,20037,62116,46125,41421,37922,36558,26126,24197,21476,58735,46832,44037,39041,37206,27193,24711,23141,10412,3635,4900,1762,165659,79137,49904,23704,88.64,90.06,0,41.88,42.98,0,81.89,75.91,0,34.47,38.18,0,56437,67325,15927,200,4449,144338,28217,22375,21322,18592,17808,13012,11782,11230,166,139,134,127,108,73,63,73,116,101,78,97,83,46,59,59,193561,61296,112758,136663,27066,551,6962,2109,1481,9042,0,0,545,2555,0,0,131,208,234,0,0,93,213,106,29,0,0,10530,2606,1782,1214,1480,560,568,348,4127,2313,1959,1177,44263,18884,21693,9391,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2018  ,PURBI SINGHBHUM                                   ,68421,115767,12364,245,3813,0,3255,33579,63789,0,6304,0,61695,97622,9474,245,1949,0,985,6601,7023,0,1853,0,56962,48422,43701,42118,41546,36394,32056,27534,53818,45528,44853,40943,40394,36830,34277,30382,55396,46729,44408,43180,40713,36259,35833,33594,57711,50004,49250,47495,46653,39830,38382,38053,52213,49005,48364,46796,45912,41249,38309,37258,16232,7250,7907,3566,81782,39701,34801,17058,94.43,105.97,0,66.32,73.11,0,86.37,97.12,0,55.88,63.84,0,38815,82944,43496,116,6345,171716,24548,23196,23091,22246,22025,19865,18458,18287,290,200,193,178,202,131,112,128,206,147,137,106,142,103,96,83,208266,94229,57636,111752,25713,0,8605,2420,14066,65042,0,97,12803,23458,1100,245,1132,2585,9939,4743,0,937,580,2002,588,0,61,3582,1518,1016,996,1086,728,592,628,22885,10857,10766,5676,74088,36191,36052,18255,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2024  ,RAMGARH                                           ,37483,78430,13202,0,401,0,2472,5257,19276,0,2833,0,34439,66268,8202,0,342,0,2244,4809,14226,0,2510,0,0,0,0,0,0,0,0,0,25841,22121,22154,20972,20693,15748,13217,12111,28965,23321,22673,22083,20798,19035,17683,15047,30517,27707,26920,25965,26292,22182,21784,21107,27099,22635,23420,22953,22887,18866,18135,18593,17581,7415,8600,3647,32466,15967,13389,6925,,0,0,,0,0,,0,0,,0,0,20528,46242,17397,0,1700,85867,13085,10939,11537,11016,11307,9459,9172,9352,129,113,93,107,97,96,77,71,70,73,89,68,89,83,62,53,100306,44835,36914,82836,20948,0,3292,2574,5891,17036,0,0,1421,3393,355,0,0,166,122,1477,0,0,0,49,0,0,0,2862,820,696,790,688,284,172,222,15087,7031,7406,3726,55923,27323,27540,14042,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2014  ,RANCHI                                            ,96011,172771,13499,0,9629,0,15949,53691,96528,0,17208,0,85674,149997,11280,0,4056,0,10576,28039,42417,0,9786,0,123953,91270,85097,79367,74614,52758,44443,36360,84324,64224,62177,58113,57744,43590,36393,30958,95466,76519,74403,72488,71440,56782,52113,47063,92855,81899,78803,74354,73089,61075,60430,56082,84390,68099,68431,64638,62770,53895,52350,52842,34081,13516,16622,6792,150585,74908,62407,32857,113.89,120.49,0,69.68,79.51,0,97.08,105.11,0,56.59,66.78,0,61237,120587,54848,0,15495,252167,40789,32986,33697,32018,31471,27152,26730,27324,382,225,267,179,199,128,134,137,203,151,174,153,153,126,131,126,298822,132212,107626,216840,55230,0,18492,10054,14689,62197,0,1384,2764,4456,1539,0,111,317,903,1032,0,0,0,313,168,0,0,5276,1908,1492,1450,1248,904,1086,1288,45673,20571,22676,11107,116349,57589,57964,30232,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2009  ,SAHIBGANJ                                         ,88577,127330,11878,100,4582,0,238,9354,6072,0,193,0,84804,118257,10109,100,4247,0,145,8301,3217,0,193,0,62293,53006,45564,39762,31999,14381,11591,8882,57584,46129,41468,35520,30559,16210,12235,9738,51115,42658,38794,35053,29838,18850,14570,9922,46509,42948,40329,36258,32555,21924,19644,16153,45145,41873,41106,38165,35033,24559,21652,19047,12007,4872,5732,2239,60647,28658,14675,6734,172.96,179.13,0,58.13,77.58,0,149.1,151.16,0,43.01,62.23,0,45035,72365,9334,125,2779,129638,21373,20233,20102,18617,17133,12229,10671,9280,186,191,170,186,169,107,120,90,150,143,137,135,129,95,86,90,173187,54384,90976,134143,12177,188,5576,1095,10278,3217,0,0,1209,3711,3752,0,40,28,192,0,0,0,0,0,0,0,0,4444,390,262,274,208,98,22,30,75345,22262,37402,11999,121268,42658,59783,21794,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2020  ,SARAIKELA-KHARSAWAN                               ,51581,93554,11327,714,1317,0,5753,9326,23677,0,1091,0,48652,84697,10976,714,1171,0,3341,7531,16205,0,1091,0,41124,31826,27053,23899,23706,17479,13271,9330,38148,30874,29359,25210,23320,17765,15714,11298,38094,29510,28037,26709,23848,17646,15905,13173,33842,30162,29140,27454,27129,19595,18021,16270,32706,29077,28405,26663,25813,21533,18913,17379,14497,5476,5952,2153,59481,27915,22056,10339,,0,0,,0,0,,0,0,,0,0,28272,48651,13518,354,873,91668,15022,13294,13187,11990,11646,9858,8637,8034,78,80,76,74,85,76,54,56,45,72,63,68,69,59,58,37,118980,45331,51970,97815,20536,714,2317,2513,2959,10941,0,0,2318,345,3398,0,91,982,449,0,0,0,94,1293,0,0,0,4398,1194,802,678,632,462,370,344,6017,2275,2950,1112,56707,25209,26858,12178,,,,,,,,,,,,,,,,
20,Jharkhand                                         ,2021  ,SIMDEGA                                           ,26264,38733,2555,230,2404,0,18062,23722,997,287,9099,0,25454,36684,2505,230,2129,0,15666,23722,997,287,7270,0,38397,18512,17094,16241,15031,10576,7656,4901,35978,17622,16370,15676,15272,12142,9662,7177,35845,16292,14921,14412,14258,12174,10234,8298,34891,17620,15781,14693,14275,12402,11881,10936,33577,16907,15532,14316,13817,11451,11570,10939,9187,3166,4527,1531,68898,33774,24013,12453,,0,0,,0,0,,0,0,,0,0,22668,32072,2542,197,6225,63704,16314,8355,7680,6992,6862,5860,5914,5727,104,47,38,46,37,31,23,29,74,28,37,45,39,28,23,30,73341,26145,43114,57118,4113,484,11457,1045,1341,1270,33,0,0,542,0,0,0,50,205,0,0,0,0,0,0,0,0,10020,1010,774,776,738,190,458,480,1439,757,714,402,13475,5540,6689,2847,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2902  ,BAGALKOT                                          ,23665,171957,337,1589,13148,0,11747,62660,8176,351,12924,0,19549,137814,0,733,9504,0,6029,27316,487,0,6041,0,48930,46350,42980,39335,39114,36642,35259,7080,46139,45739,43492,41191,36900,35578,33280,8154,42726,41816,42648,40746,38153,34020,32759,7542,43577,39514,39984,40588,39474,35901,31890,7850,44059,41605,39070,39786,40478,37530,34542,29484,39652,17605,19043,8264,11266,5561,5424,2581,130.31,130.51,0,74.13,76.54,0,123.56,124.12,0,68.64,71.36,0,17163,113413,3384,1190,12246,147396,20797,19945,19007,19238,19584,18152,16738,13935,313,258,228,275,326,263,248,144,219,197,169,178,243,210,176,89,195194,89605,32227,218985,3551,658,23445,3097,10123,0,0,899,88,5067,4962,1282,1689,0,360,0,0,39,0,82,0,0,0,1106,634,602,610,912,724,474,562,26876,12323,13154,6154,138689,66170,66919,32394,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2921  ,BANGALORE RURAL                                   ,16105,44463,0,427,5748,0,860,16998,26479,164,7024,0,14880,36297,0,184,4162,0,584,8512,12275,164,4242,0,15994,15992,16122,15670,15977,16015,16767,2553,15350,14904,15566,15839,15571,15398,15309,4022,15372,14466,14711,15425,15713,15166,15144,4446,14705,13772,13836,14232,15038,14932,14771,4484,15273,14666,14185,14290,14840,15249,15212,14553,17805,11068,8696,5384,4815,2309,3159,1515,42.01,40.38,0,30.43,30.37,0,38.4,34.78,0,26.04,24.26,0,8617,30479,11895,353,6126,57470,7333,7134,6927,6938,7198,7340,7532,7068,96,83,87,85,121,102,113,70,67,59,62,70,89,85,78,52,67345,38907,15964,50892,8571,34,8219,258,6585,17908,442,4524,701,2806,0,115,165,0,1047,0,0,0,42,131,0,0,33,612,408,438,406,364,340,306,394,9889,5237,4873,2566,41575,25001,20429,12320,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2928  ,BANGALORE U NORTH                                 ,10910,58994,8303,0,6845,0,9124,100414,245421,2171,16804,0,3833,11218,159,0,1380,0,982,3610,20619,43,692,0,52357,52084,50341,49814,49758,47721,46178,18155,58131,55771,57055,55995,54968,53603,51982,25908,55561,52984,53755,54533,53958,51096,50378,25038,58717,55894,55036,54984,56370,54202,51876,28972,61013,58937,57746,57383,57616,57012,56187,53092,46459,27884,22842,13782,7755,3808,3970,1903,,0,0,,0,0,,0,0,,0,0,9997,81735,119675,666,12201,224274,29340,28951,28039,27877,28194,27869,27792,26212,150,99,86,90,105,130,115,79,114,57,62,63,104,76,91,91,277960,152188,3672,52978,207947,1033,13043,13222,89376,45078,947,10405,2352,10489,699,0,160,625,5759,0,191,41,163,806,0,0,0,652,470,516,468,556,590,594,1028,48558,24844,24092,12862,101925,56373,50492,28799,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2920  ,BANGALORE U SOUTH                                 ,19076,90743,8102,0,9604,0,14505,133026,344239,275,22806,0,9632,24415,305,0,1627,0,2463,19230,43035,0,3507,0,87960,84741,81667,79283,78731,75323,71478,27400,79544,73686,73580,71778,69156,66372,65240,30106,81143,74403,73498,73790,71550,66875,65139,33413,87167,80871,79125,78388,78657,73975,71021,39674,91474,84870,82588,80499,79687,77743,74605,70910,62309,36176,30718,17566,10931,5298,5492,2719,59.82,65.62,0,41.69,47.22,0,49.48,61.32,0,32.44,38.48,0,16789,115255,164295,56,16366,312761,44403,41255,40220,39353,38596,37680,36722,34532,286,133,159,163,200,171,176,162,179,115,113,107,109,143,130,131,377715,186331,6142,61544,286356,90,14430,24841,142540,63820,185,17508,2058,16462,1034,0,407,384,2502,188,0,27,71,420,943,0,10,632,566,470,438,438,442,380,940,62403,28482,30111,14612,155915,79457,76262,39566,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2901  ,BELGAUM                                           ,23475,168250,3231,785,10228,0,12071,57169,7344,3442,23685,0,20157,139818,728,458,7957,0,4951,20202,3123,458,12670,0,39038,39052,38266,38755,40046,37665,38197,8992,39367,40646,40764,39124,39693,40758,40679,12050,38581,37623,38987,39175,37751,37147,37745,8952,38882,36677,37979,39707,39935,37799,36824,6148,40079,38845,37302,38663,40362,40130,37886,36413,19325,10495,9458,5015,17032,8160,9490,4539,47.61,48.64,0,32.78,32.03,0,45.78,45.26,0,30.96,27.35,0,17673,108528,4292,2351,15917,148761,19244,18817,17957,18583,19364,19418,18278,17100,201,180,188,210,228,244,189,258,156,131,116,165,167,151,163,151,182855,97684,25145,157081,1176,1370,21029,4862,37559,438,950,6448,3282,18150,8961,1907,4952,2257,12629,0,0,1484,0,0,0,0,0,194,162,182,206,304,328,294,992,28424,15288,13967,7474,60133,32765,29704,16646,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2930  ,BELGAUM CHIKKODI                                  ,30815,199582,0,931,15423,0,14697,92382,14671,1432,23971,0,28601,178379,0,765,13335,0,10147,71533,3503,661,16237,0,52665,50990,49158,49485,51147,48213,47977,12763,52099,50748,49333,47982,47538,47636,45783,12324,52185,51157,51624,50445,48781,46951,47705,13022,50863,48577,50066,50809,49155,46281,45414,12268,53128,50110,49078,50746,51409,49149,46454,43830,38289,20630,18432,9947,15676,7719,8077,3827,,0,0,,0,0,,0,0,,0,0,22032,139998,5797,1386,17894,187107,25019,23865,23344,24157,24423,23412,22414,20473,207,175,165,184,198,209,182,187,143,115,114,117,126,150,110,125,247851,121326,39464,243884,7021,700,31219,3248,30297,0,427,5353,2800,14062,493,0,1403,0,3721,7157,1236,1419,0,0,0,0,0,84,58,58,62,138,136,88,428,26792,14713,13253,7174,145472,76150,69850,36673,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2912  ,BELLARY                                           ,29784,200518,2002,1024,14306,0,13050,75256,20234,216,14170,0,23817,158966,1033,775,8985,0,7893,25594,5518,40,5269,0,57744,54241,53917,50213,52201,46826,42482,12444,54615,53632,50558,50316,47233,45118,41500,12631,52306,51405,51666,48135,48336,41887,40265,11221,53129,47285,48003,48176,45831,42881,37099,11700,52981,50668,48463,49033,49307,43871,41402,34835,60669,25191,29196,11338,51501,24723,23906,11086,129.76,126.91,0,75.89,75.59,0,124.64,120.27,0,70.86,69.88,0,20686,134568,9436,1056,12539,178285,25265,24478,23707,23768,23886,21277,19832,16072,220,159,157,202,207,210,195,151,145,119,109,149,132,145,127,113,233003,102172,38751,249854,12290,730,22264,209,17537,8922,510,5568,3181,8029,55,0,644,47,135,969,0,0,646,219,0,0,0,1200,806,702,784,1156,1300,1084,1348,36991,16685,18580,8415,104599,51669,51001,25341,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2905  ,BIDAR                                             ,24141,135244,1064,1068,10959,0,16313,121883,13952,46,13286,0,21733,121986,0,568,8979,0,10622,48936,2214,0,5883,0,50031,48310,45797,42278,41029,36941,33733,8084,47205,47878,47401,45639,42202,36871,33108,8288,47336,45795,47194,44577,42926,37959,35897,10078,49039,45863,45653,46453,44106,40560,36780,9193,50918,45985,44289,43851,44450,39884,37996,30583,59944,25533,28785,12038,32858,15739,15870,7838,158.39,163.26,0,92.05,96.27,0,153.26,156.91,0,86.62,89.78,0,19001,125091,5897,738,11963,162690,24064,21868,21139,21103,21491,19300,18403,15322,197,131,140,146,174,163,151,57,119,115,115,127,125,118,111,38,223320,99058,27710,175910,4168,585,16390,8176,46623,2579,0,3415,3932,28506,66,0,2709,636,5632,8203,529,1552,0,456,0,0,179,1360,700,636,634,758,682,624,732,56179,24990,27709,12870,100052,47414,48338,23899,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2903  ,BIJAPUR                                           ,36552,227846,601,775,11431,0,27987,70447,10230,192,19261,0,32283,197231,0,479,8734,0,19217,32121,2078,105,12291,0,61004,58020,56528,52335,52690,45743,41610,8868,61473,60388,56787,55158,51010,46556,42216,10942,57162,57981,59121,55320,53674,45384,42337,10563,59985,55330,56623,57664,54036,47258,41570,10796,60014,57309,53162,53793,54673,47199,43330,35842,64535,26866,29847,11918,4829,2231,2104,983,163.73,166.59,0,89.62,92.15,0,153.77,154.22,0,82.64,82.18,0,28929,142152,4381,826,13636,189924,27879,26891,24996,25306,25900,22226,20482,16244,339,223,214,244,287,263,220,181,242,140,143,163,183,177,149,118,265707,111610,57063,265933,6376,487,24826,6894,27564,643,27,2299,460,4427,3647,453,3567,52,369,165,0,0,70,0,0,0,0,1344,852,658,780,1072,1252,766,438,53877,23590,26290,11553,189681,85280,90126,40921,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2927  ,CHAMARAJANAGARA                                   ,12000,59346,242,663,7587,0,2490,25664,2320,570,6095,0,10689,53833,242,232,5925,0,2299,11586,202,354,2951,0,15657,16302,16519,15286,16713,15856,17582,3054,14974,15406,16178,16618,15197,16351,15448,3120,14892,14427,14982,15754,16280,14496,15289,2354,14620,14063,14024,14613,15589,15290,13895,2019,14449,14236,14075,14335,14702,15535,15499,14146,18886,12152,9118,5948,9355,4615,5457,2657,82.58,80.14,0,54.85,54.02,0,75.78,72.24,0,47.66,46.5,0,7060,41517,1118,560,6630,56885,6976,6871,6896,7000,7126,7583,7609,6824,105,93,104,100,109,138,113,80,88,74,73,65,74,90,80,65,64343,37728,13757,76136,1437,576,10797,0,5735,1125,571,2855,395,1850,0,0,30,338,1289,0,86,0,0,0,0,0,0,292,228,176,184,304,226,152,1074,4922,2577,2445,1285,40964,25038,19878,12175,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2929  ,CHIKKABALLAPURA                                   ,25956,58051,109,1146,11364,0,1957,47086,11260,0,7552,0,24460,50284,109,548,8172,0,1278,23715,6840,0,3933,0,21782,21706,22057,21499,22426,21374,22670,3911,21428,21299,21951,22155,21390,21582,20434,4515,21132,19697,20612,21091,21580,20433,20469,4236,21173,18855,18822,19915,20446,20493,19286,4412,21336,20408,19626,19629,20745,21203,21117,20601,27349,16705,13266,8212,13935,6733,9022,4406,,0,0,,0,0,,0,0,,0,0,14048,50920,5020,808,9085,79881,10189,9689,9548,9536,10103,10443,10403,9970,153,149,129,154,196,157,152,132,96,103,107,115,136,132,100,75,95278,55967,26485,87157,5948,548,13408,0,13114,5177,598,5357,1469,5009,244,0,76,0,0,0,0,75,0,0,0,0,0,196,140,120,164,130,86,114,4204,14500,7367,6963,3756,50134,30404,24388,14896,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2917  ,CHIKKAMANGALORE                                   ,16230,59347,391,140,10276,0,3909,29762,7132,131,8525,0,15435,49986,391,140,7670,0,2260,12930,3049,46,5219,0,18898,19081,19888,19656,20709,19465,19745,1298,17272,17928,18588,19493,18912,19274,18721,1644,16178,15742,16603,17390,18279,17668,18140,2239,16230,15938,16261,17104,17906,18534,17885,2539,15989,15680,15915,16251,17209,17940,18449,18410,21141,14049,10386,6916,4528,2241,3065,1476,77.07,77.61,0,54.94,57.07,0,67.75,70.01,0,42.37,48.42,0,9793,43411,3414,196,9174,65988,7729,7714,7626,7979,8246,8744,9080,8870,127,98,91,107,143,126,144,109,69,78,82,74,101,84,98,90,71390,43563,19292,78291,3464,0,14058,0,8360,4059,271,4542,771,2336,0,0,201,76,122,0,0,0,0,0,0,0,0,186,112,118,130,168,92,40,576,8801,5403,4105,2745,47089,31852,22732,15454,,,,,,,,,,,,,,,,
29,Karnataka                                         ,2913  ,CHITRADURGA                                       ,23197,114504,0,1458,9638,0,5203,46955,5209,827,15644,0,21962,103529,0,298,6642,0,3507,19456,945,418,10872,0,29486,29593,31313,29541,31693,30302,30995,2886,28419,28996,28618,30511,28683,29228,28407,2803,28273,27661,28645,28636,30673,28208,29315,2829,28024,27375,27469,28593,28641,30351,27893,3040,27330,27335,27226,27697,28583,28298,29940,26226,36397,21845,17715,10649,27635,13281,16935,8256,93.64,91.18,0,62.26,63.22,0,85.98,79.32,0,53.75,47.29,0,13705,77934,2164,1547,12041,107391,12939,13166,13149,13346,13821,13883,14467,12620,223,190,220,218,272,261,229,176,134,157,148,147,194,181,209,136,118436,67610,27006,148493,2262,1608,21229,121,7645,2947,677,3731,1232,4708,0,0,208,0,377,0,0,0,6,137,0,0,114,550,342,350,286,322,212,220,344,12773,6593,6099,3219,65930,38971,31764,18870,,,,,,,,,,,,,,,,
