,TEACHER RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08,Rajasthan                                         ,0826  ,UDAIPUR                                           ,5126,4952,1404,29,1371,0,1306,2939,1631,0,139,0,357,180,92,2,28,199,568,638,195,0,85,22,1587,1245,376,5,130,328,1882,2989,1170,13,548,447,1206,2538,1084,4,646,170,14,24,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3183,3895,1409,0,1034,2431,3719,1519,24,412,0,0,0,0,0,659,170,35,0,50,232,131,72,5,14,0,0,0,0,0,475,537,167,0,114,269,262,79,5,18,1469,975,244,0,142,506,354,96,7,19,1391,1279,230,0,67,800,825,122,2,30,73,24,0,0,0,0,15647,1136,26,641,,,,,,,,,,,,,,,,,,
11,Sikkim                                            ,1104  ,EAST SIKKIM                                       ,813,1018,1635,0,4,0,377,438,390,0,0,0,71,48,75,0,0,14,298,290,299,0,1,5,506,361,389,0,1,76,222,478,807,0,2,147,23,96,329,0,0,59,1,2,19,0,0,1,2,1,15,0,0,2,2,14,2,0,0,0,548,551,795,0,3,577,739,1140,0,1,0,0,0,0,0,14,72,26,0,0,51,94,64,0,0,0,0,0,0,0,27,30,37,0,0,36,37,53,0,0,170,184,272,0,0,218,279,446,0,0,37,7,5,0,0,22,26,2,0,0,0,0,0,0,0,0,1924,76,28,32,,,,,,,,,,,,,,,,,,
11,Sikkim                                            ,1101  ,NORTH SIKKIM                                      ,203,177,234,0,18,0,85,55,25,0,0,0,18,12,8,0,0,0,79,39,39,0,0,26,125,79,68,0,3,5,46,89,86,0,9,11,2,8,51,0,6,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,159,109,152,0,11,113,118,107,0,7,0,0,0,0,0,6,0,0,0,0,10,5,0,0,0,0,0,0,0,0,1,3,2,0,0,6,5,4,0,0,136,81,93,0,3,98,98,83,0,6,13,3,16,0,0,12,3,5,0,0,0,0,0,0,0,0,225,1,0,0,,,,,,,,,,,,,,,,,,
11,Sikkim                                            ,1103  ,SOUTH SIKKIM                                      ,600,700,771,0,53,0,434,275,115,0,0,0,32,21,13,0,0,4,239,180,124,0,2,24,389,230,160,0,2,63,212,325,367,0,20,227,25,39,113,0,19,49,0,2,1,0,0,2,4,0,2,0,0,3,18,8,16,0,1,10,479,446,447,0,9,440,359,349,0,35,0,0,0,0,0,39,78,40,0,3,76,92,50,0,6,0,0,0,0,0,19,19,11,0,1,16,17,12,0,2,174,158,155,0,1,169,159,125,0,14,32,20,2,0,0,17,6,3,0,0,0,0,0,0,0,0,1345,142,12,63,,,,,,,,,,,,,,,,,,
11,Sikkim                                            ,1102  ,WEST SIKKIM                                       ,841,623,923,14,15,0,232,330,79,0,0,0,83,53,37,0,0,6,287,167,177,0,1,276,417,256,201,0,0,81,197,285,370,14,6,182,8,29,117,0,7,40,0,0,4,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,581,459,554,8,10,414,333,354,6,4,0,0,0,0,0,32,82,38,0,0,46,79,56,0,1,0,0,0,0,0,13,15,9,0,0,10,10,6,0,0,266,201,233,0,3,179,163,184,1,5,17,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1167,63,9,7,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3302  ,CHENNAI                                           ,945,838,1579,0,828,0,4902,1016,7404,2,1237,0,69,10,68,0,17,105,652,301,326,1,213,34,1390,531,456,0,343,881,1356,454,3081,0,777,3010,460,253,1782,1,485,1170,28,22,161,0,50,108,0,0,0,0,0,0,0,0,0,0,0,0,171,86,498,0,357,3784,1485,5376,2,1528,0,0,0,0,0,61,19,285,0,22,1917,264,2824,0,158,0,0,0,0,0,31,20,65,0,49,544,184,409,2,207,3,3,13,0,1,39,16,82,0,19,95,70,14,0,265,1723,1287,219,1,1303,86,0,0,0,0,0,12737,5135,12,361,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3312  ,COIMBATORE                                        ,3485,3565,404,8,1491,0,3741,848,7123,11,805,0,128,39,108,0,16,14,869,379,234,2,249,21,2102,882,583,0,215,351,2356,1693,2912,7,943,1378,1107,1207,1845,6,665,655,95,171,201,1,112,66,0,0,0,0,0,0,0,0,0,0,0,0,938,880,593,3,510,5719,3491,5290,13,1690,0,0,0,0,0,27,11,131,0,33,617,100,1513,3,63,0,0,0,0,0,176,172,81,2,109,721,439,311,4,222,15,10,5,0,6,96,40,148,0,24,804,779,2,3,353,3284,2858,38,5,1377,75,69,0,0,0,0,18557,2227,8,1522,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3318  ,CUDDALORE                                         ,2321,2103,43,0,1169,0,2893,810,1638,7,477,0,68,18,28,0,8,16,524,159,75,0,95,24,1537,565,183,1,174,122,1764,1155,763,5,713,366,844,874,284,1,555,181,99,122,28,0,98,15,0,0,0,0,0,0,0,0,0,0,0,0,1032,1008,237,4,620,3804,1885,1124,3,1023,0,0,0,0,0,23,2,34,0,0,355,18,286,0,3,0,0,0,0,0,236,219,38,1,145,691,286,192,0,179,11,6,5,0,4,37,11,8,0,14,828,904,20,4,448,2001,1533,31,0,745,0,0,0,0,0,0,10372,671,9,449,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3305  ,DHARMAPURI                                        ,1959,2003,7,0,1064,0,1023,117,1305,9,180,0,31,8,26,0,2,9,472,105,192,0,46,19,938,347,166,2,70,23,1055,892,510,4,527,64,437,641,332,2,507,24,52,92,32,1,91,2,0,0,0,0,0,0,0,0,0,0,0,0,872,978,278,4,671,2113,1107,980,5,572,0,0,0,0,0,7,20,8,0,1,33,31,46,0,0,0,0,0,0,0,138,242,49,0,167,317,169,104,0,113,29,39,8,0,18,51,28,19,0,15,724,908,3,4,477,1246,988,5,5,428,43,16,0,0,0,0,7541,145,9,1070,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3313  ,DINDIGUL                                          ,2238,1546,153,0,880,0,2112,945,1359,14,662,0,39,14,12,0,3,9,727,206,44,2,137,12,1703,751,119,1,207,72,1238,827,640,6,591,233,494,551,414,4,489,120,43,62,53,1,85,5,0,0,0,0,0,0,0,0,0,0,0,0,843,674,184,10,537,3401,1737,1098,4,975,0,0,0,0,0,7,10,34,0,10,101,70,196,0,30,0,0,0,0,0,134,116,33,0,89,516,204,101,1,107,3,4,0,0,4,15,4,7,0,6,757,632,0,9,435,2407,1520,13,4,775,2,0,0,0,10,0,9327,451,10,849,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3310  ,ERODE                                             ,2653,2792,181,0,1193,0,1942,281,2761,8,823,0,20,13,14,0,7,6,542,149,80,0,104,25,1516,538,203,3,168,22,1734,1274,1458,8,815,54,740,968,1060,0,718,16,62,136,113,0,156,1,0,0,0,0,0,0,0,0,0,0,0,0,821,844,491,3,619,3793,2234,2437,8,1349,0,0,0,0,0,2,12,5,0,7,30,5,9,0,41,0,0,0,0,0,174,181,83,0,98,584,335,180,1,155,15,5,1,0,4,28,10,12,0,5,740,762,1,0,363,2451,1781,2,0,906,51,22,0,3,0,0,12305,106,7,2369,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3303  ,KANCHEEPURAM                                      ,2417,2465,508,0,1388,0,3534,907,4099,10,577,0,38,4,12,0,2,31,651,190,184,2,158,2,2120,801,485,2,243,105,1998,1357,2226,3,830,329,917,886,1204,2,613,118,61,87,123,1,85,12,0,0,0,0,0,0,0,0,0,0,0,0,645,649,484,4,441,5140,2676,3750,6,1490,0,0,0,0,0,10,10,35,0,8,156,37,338,0,26,0,0,0,0,0,155,130,96,0,89,898,441,348,0,234,3,10,5,0,7,56,23,43,0,12,468,576,8,3,282,2480,2102,36,5,1234,0,0,0,0,0,0,15141,599,9,1073,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3330  ,KANNIYAKUMARI                                     ,867,540,160,0,526,0,2026,862,2304,6,834,0,20,4,4,0,1,1,589,170,91,0,289,4,867,223,131,1,236,19,921,490,1143,3,492,43,465,394,1027,2,294,25,39,53,66,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,249,195,190,2,260,2652,1139,2272,4,1092,0,0,0,0,0,1,6,0,0,1,14,62,2,0,7,0,0,0,0,0,26,12,5,0,19,146,59,35,0,40,0,2,1,0,0,14,8,8,0,3,206,144,38,2,216,1333,585,131,3,1001,23,0,0,0,0,0,7905,91,7,238,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3314  ,KARUR                                             ,1215,1102,259,0,594,0,841,54,1045,0,374,0,9,0,0,0,1,0,147,30,16,0,23,20,798,262,84,0,34,2,754,484,681,0,462,5,302,321,447,0,374,0,46,52,76,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,376,394,201,0,374,1680,755,1103,0,590,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,75,128,37,0,98,290,167,123,0,120,1,2,0,0,0,9,6,1,0,0,335,382,0,0,225,1042,733,1,0,367,0,0,0,0,0,0,5448,11,8,880,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3331  ,KRISHANAGIRI                                      ,2628,1853,132,0,1025,0,1093,216,1677,0,120,0,94,11,44,0,4,6,445,100,86,0,61,27,1336,492,162,0,73,163,1195,841,824,0,437,390,390,497,289,0,452,116,33,60,21,0,92,10,0,0,0,0,0,0,0,0,0,0,0,0,1048,761,340,0,481,2445,1240,1086,0,638,0,0,0,0,0,25,1,107,0,13,203,67,276,0,13,0,0,0,0,0,187,148,49,0,108,306,157,94,0,93,13,10,17,0,5,25,14,17,0,7,939,699,0,0,344,1777,1085,0,0,450,0,0,0,0,0,0,7778,574,8,876,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3324  ,MADURAI                                           ,2113,1751,536,0,986,0,4075,1511,4063,9,834,0,94,21,40,0,6,3,703,388,77,1,155,48,2165,1030,305,1,250,134,2077,1056,2025,5,703,515,740,686,1451,2,561,242,89,62,176,0,87,27,0,0,0,0,0,0,0,0,0,0,0,0,694,639,456,3,479,5174,2604,3618,6,1283,0,0,0,0,0,11,2,81,0,18,328,24,444,0,40,0,0,0,0,0,125,116,65,1,76,635,301,199,1,143,5,1,3,0,1,45,9,27,0,7,520,558,3,3,297,2547,2229,68,5,994,19,7,0,0,0,0,14005,874,7,1435,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3319  ,NAGAPATTINAM                                      ,1491,1400,82,0,628,0,2109,683,1097,23,390,0,44,16,17,0,7,19,371,124,21,1,88,0,1107,462,56,0,110,196,1042,806,337,16,446,535,475,576,221,5,304,235,45,60,47,0,37,39,0,0,0,0,0,0,0,0,0,0,0,0,883,897,116,11,484,2201,1147,583,11,508,0,0,0,0,0,24,3,57,0,10,502,36,423,1,16,0,0,0,0,0,108,153,50,1,91,478,178,171,2,87,4,3,2,0,1,27,4,11,0,16,825,843,7,10,356,1493,1041,19,12,384,10,0,0,0,0,0,6681,894,9,701,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3309  ,NAMAKKAL                                          ,1723,1358,118,0,1001,0,1064,378,2234,0,512,0,23,6,70,0,2,6,307,88,158,0,65,76,720,313,131,0,88,13,946,653,1092,0,590,110,661,584,706,0,615,95,69,80,78,0,120,9,0,0,0,0,0,0,0,0,0,0,0,0,578,539,403,0,529,2148,1185,1832,0,951,0,0,0,0,0,7,2,19,0,10,64,10,98,0,23,0,0,0,0,0,123,103,92,0,108,368,174,191,0,131,28,29,4,0,12,48,26,19,0,17,527,460,5,0,312,1434,851,6,0,620,10,0,0,0,0,0,7962,219,8,945,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3316  ,PERAMBALUR                                        ,1623,1281,0,0,834,0,1344,230,739,6,398,0,19,2,2,0,0,26,301,84,17,0,55,36,969,361,39,0,92,108,792,592,148,3,464,501,447,414,96,0,364,274,46,54,14,0,83,27,0,0,0,0,0,0,0,0,0,0,0,0,651,638,52,1,484,1923,869,264,2,574,0,0,0,0,0,27,0,68,2,80,381,4,355,1,94,0,0,0,0,0,119,151,47,1,171,418,160,154,0,156,4,4,2,0,4,14,1,5,0,4,608,615,0,1,381,1358,844,2,1,488,15,0,0,0,0,0,5422,985,8,1004,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3322  ,PUDUKKOTTAI                                       ,2362,1902,13,0,965,0,1507,326,757,19,260,0,39,9,10,0,3,18,332,97,25,2,58,2,1457,570,47,0,79,229,1114,876,281,3,557,349,465,549,174,3,428,137,62,85,31,0,71,24,0,0,0,0,0,0,0,0,0,0,0,0,831,798,108,3,490,2638,1388,460,5,706,0,0,0,0,0,22,11,49,1,16,456,41,171,13,13,0,0,0,0,0,154,188,42,1,105,593,255,88,4,109,1,2,0,0,2,9,4,2,0,3,772,768,1,1,363,1793,1285,10,4,540,78,10,18,3,0,0,7375,724,6,1038,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3327  ,RAMANATHAPURAM                                    ,1686,1037,29,4,567,0,1794,710,690,0,473,0,59,8,0,0,3,4,327,81,8,0,68,24,1652,457,85,0,112,60,1002,694,330,0,459,137,350,431,192,4,336,30,24,46,20,0,51,6,0,0,0,0,0,0,0,0,0,0,0,0,791,512,127,4,487,2623,1205,508,0,542,0,0,0,0,0,5,3,17,0,7,109,27,67,0,4,0,0,0,0,0,145,119,27,2,75,408,175,46,0,75,3,2,2,0,2,10,6,1,0,2,719,454,0,3,383,1720,886,0,0,428,48,0,0,0,0,0,6702,229,11,710,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3308  ,SALEM                                             ,3132,2992,75,0,1941,0,3037,393,3338,6,810,0,52,20,34,0,17,6,498,183,119,0,184,30,2296,794,291,0,218,39,2288,1300,1778,4,1082,78,912,947,1020,0,996,23,120,168,114,2,206,6,0,0,0,0,0,0,0,0,0,0,0,0,1050,999,638,4,993,5116,2413,2718,2,1710,0,0,0,0,0,5,1,13,0,9,37,23,44,0,44,0,0,0,0,0,236,272,149,1,206,873,396,296,0,308,42,23,10,0,32,91,48,38,0,29,905,907,3,0,545,2666,1867,9,0,1151,39,51,0,0,5,0,15326,157,7,737,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3323  ,SIVAGANGA                                         ,1503,1445,24,0,685,0,1441,764,735,0,531,0,64,7,9,0,0,3,394,145,30,0,73,25,1124,527,82,0,132,66,989,781,284,0,499,182,377,581,234,0,416,75,34,59,21,0,73,7,0,0,0,0,0,0,0,0,0,0,0,0,515,638,101,0,429,2467,1462,559,0,764,0,0,0,0,0,2,5,13,0,7,130,104,86,0,16,0,0,0,0,0,78,116,22,0,82,401,182,62,0,102,1,6,3,0,1,11,9,3,0,2,459,567,4,0,268,1457,1280,4,0,522,170,0,0,0,0,0,6868,347,10,871,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3321  ,THANJAVUR                                         ,2355,1512,91,0,1031,0,2899,837,1988,38,721,0,77,13,12,3,4,11,465,120,52,1,88,1,1548,491,110,13,146,215,1793,929,758,10,766,681,729,655,534,11,569,301,61,68,63,0,105,45,0,0,0,0,0,0,0,0,0,0,0,0,742,663,251,19,632,3931,1613,1278,19,1046,0,0,0,0,0,15,11,90,0,17,566,62,460,0,57,0,0,0,0,0,131,104,78,0,135,662,224,183,1,178,4,2,4,0,3,30,8,9,1,8,637,585,20,19,383,2366,1318,52,19,736,0,0,0,0,0,0,10013,1229,9,911,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3311  ,THE NILGIRIS                                      ,600,505,399,0,316,0,971,160,782,0,262,0,35,8,8,0,1,1,278,39,62,0,80,6,527,176,181,0,133,1,489,245,518,0,224,26,229,181,322,0,130,26,19,16,45,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,273,164,224,0,182,1304,501,912,0,391,0,0,0,0,0,0,0,6,0,0,6,0,39,0,5,0,0,0,0,0,53,40,21,0,30,199,99,86,0,50,6,8,1,0,6,28,4,8,0,4,182,114,4,0,85,542,336,5,0,233,12,0,0,0,0,0,3801,47,11,579,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3325  ,THENI                                             ,959,715,14,0,516,0,1400,997,852,0,385,0,16,8,3,0,1,2,380,235,22,0,61,11,1042,542,55,0,166,49,533,486,408,0,343,166,284,354,222,0,283,63,29,32,18,0,38,11,0,0,0,0,0,0,0,0,0,0,0,0,434,490,120,0,323,1850,1167,608,0,569,0,0,0,0,0,6,9,19,0,5,75,60,119,0,4,0,0,0,0,0,74,88,22,0,72,304,158,76,0,87,3,0,1,0,0,8,4,2,0,2,387,448,0,0,263,1382,1024,19,0,464,6,14,0,0,0,0,5507,231,8,899,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3301  ,THIRUVALLUR                                       ,2509,2204,859,11,1295,0,3809,739,6400,0,489,0,116,32,167,0,14,2,735,204,268,2,155,3,1999,636,689,0,191,12,2484,1089,4023,5,802,43,928,864,1925,3,536,24,73,104,202,1,80,2,0,0,0,0,0,0,0,0,0,0,0,0,885,641,955,2,462,5450,2288,6319,9,1316,0,0,0,0,0,2,1,8,0,6,48,13,16,0,0,0,0,0,0,0,171,113,180,1,101,944,372,676,2,220,18,5,10,0,7,92,18,79,0,15,653,531,11,2,315,2142,1630,54,9,800,67,0,39,0,0,0,16897,81,12,867,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3320  ,THIRUVARUR                                        ,1388,1380,43,2,600,0,1331,355,702,11,265,0,26,3,16,0,3,2,217,78,30,0,43,87,823,377,79,6,69,41,1108,759,356,4,390,83,504,449,237,3,303,19,33,62,20,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,546,699,101,3,383,2165,1029,637,10,475,0,0,0,0,0,1,2,0,0,5,120,5,14,0,6,0,0,0,0,0,98,142,41,0,70,445,128,77,0,96,0,2,1,0,0,5,0,6,0,5,502,677,0,3,275,1176,993,0,10,340,113,0,7,0,4,0,5857,131,9,899,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3328  ,THOOTHUKKUDI                                      ,1110,699,120,6,375,0,3004,1746,1134,8,766,0,41,12,4,0,3,11,873,399,17,3,155,77,1540,840,63,2,210,161,870,585,434,5,414,574,333,386,216,1,285,271,34,45,28,3,39,24,0,0,0,0,0,0,0,0,0,0,0,0,433,422,63,5,313,3258,1845,699,9,793,0,0,0,0,0,6,20,39,0,4,417,158,453,0,31,0,0,0,0,0,59,34,22,0,45,465,179,155,0,76,0,2,4,0,0,20,7,20,0,3,403,373,5,5,250,2501,1602,9,9,683,0,0,0,0,0,0,7671,1031,6,1042,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3315  ,TIRUCHIRAPPALLI                                   ,2207,1675,547,0,999,0,3088,1234,2323,0,856,0,52,21,11,0,4,13,543,278,70,0,122,75,1649,796,199,0,193,209,1568,889,986,0,728,726,901,721,718,0,613,383,94,95,106,0,127,51,2,0,0,0,0,0,0,0,0,0,0,0,693,602,285,0,564,4116,2198,1805,0,1223,0,0,0,0,0,16,8,142,0,13,480,101,638,0,61,0,0,0,0,0,132,115,82,0,105,696,299,215,0,230,15,9,7,0,15,37,23,41,0,23,641,572,33,0,441,2509,2027,72,0,1009,10,0,0,0,6,0,11039,1356,8,1842,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3329  ,TIRUNELVELI                                       ,1600,776,119,4,843,0,5383,2746,2281,8,1191,0,45,12,0,0,12,5,1392,638,78,3,202,24,2556,1178,208,3,314,242,1572,888,1065,4,816,628,692,658,680,1,572,219,76,66,101,1,73,12,0,0,0,0,0,0,0,0,0,0,0,0,1060,799,261,7,725,5273,2641,1871,5,1264,0,0,0,0,0,23,19,46,0,13,643,101,304,0,32,0,0,0,0,0,127,78,52,0,66,758,249,204,0,127,2,6,1,0,1,32,12,8,0,7,965,729,24,7,601,3658,2334,109,5,1092,16,38,82,0,0,0,13499,1035,6,3456,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3306  ,TIRUVANNAMALAI                                    ,3381,2552,34,0,1578,0,1960,541,1638,6,436,0,22,3,4,0,3,8,496,133,38,0,65,21,1832,616,262,1,211,185,1709,1271,735,1,955,350,989,883,302,3,623,85,74,113,30,1,97,11,0,0,0,0,0,0,0,0,0,0,0,0,1566,1293,308,4,874,3556,1726,1063,2,1080,0,0,0,0,0,17,2,44,0,14,211,72,257,0,46,0,0,0,0,0,259,274,82,0,150,630,349,207,0,186,40,19,2,0,11,42,22,8,0,14,1229,1114,0,3,521,2226,1319,2,2,689,9,0,0,0,0,0,11345,615,6,889,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3304  ,VELLORE                                           ,3784,3013,205,14,2041,0,4539,855,3008,3,733,0,147,33,50,0,9,9,1264,413,168,1,266,42,2701,766,396,0,313,63,2619,1444,1506,9,1177,146,1414,1078,880,6,796,58,106,118,111,1,171,16,0,0,0,0,0,0,0,0,0,0,0,0,1633,1231,614,9,1077,6618,2621,2497,8,1655,0,0,0,0,0,9,7,0,0,13,129,24,102,0,29,0,0,0,0,0,330,259,146,1,206,1394,536,421,5,320,23,18,5,0,16,59,25,18,0,21,1371,1128,1,3,788,3463,2193,13,6,1294,66,15,0,0,0,0,16988,292,12,1194,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3307  ,VILUPPURAM                                        ,3462,3426,87,0,1696,0,2508,813,1944,33,510,0,8,3,1,0,0,10,389,90,6,1,9,4,1791,826,100,4,76,439,1971,1851,664,12,1059,1323,982,1173,244,5,720,364,68,88,27,0,140,32,0,0,0,0,0,0,0,0,0,0,0,0,1785,1807,230,14,924,3424,2224,812,8,1080,0,0,0,0,0,65,41,224,3,50,735,167,765,8,152,0,0,0,0,0,316,398,99,3,227,680,407,262,2,245,25,22,2,0,10,39,16,9,2,9,1626,1747,1,9,866,2683,1989,21,5,1082,39,0,0,0,0,0,12286,2135,7,1663,,,,,,,,,,,,,,,,,,
33,Tamil Nadu                                        ,3326  ,VIRUDHUNAGAR                                      ,1721,1028,65,0,983,0,2862,871,989,0,648,0,55,9,15,0,10,3,888,294,21,0,197,3,1906,583,108,0,244,32,1093,521,478,0,557,33,547,427,343,0,520,20,42,63,64,0,87,3,0,0,0,0,0,0,0,0,0,0,0,0,824,525,131,0,517,3707,1372,898,0,1098,0,0,0,0,0,3,0,3,0,2,49,2,22,0,14,0,0,0,0,0,142,77,14,0,77,523,171,71,0,150,6,5,0,0,2,16,11,4,0,5,718,457,0,0,328,2390,1186,0,0,769,0,0,0,0,0,0,8834,95,8,682,,,,,,,,,,,,,,,,,,
16,Tripura                                           ,1603  ,DHALAI                                            ,1278,1544,787,0,63,0,37,27,30,0,10,0,413,166,73,0,0,1,707,337,212,0,1,20,139,147,64,0,5,1,49,857,415,0,60,16,2,58,31,0,1,12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1177,632,0,48,272,391,164,0,19,0,0,0,0,0,3,2,13,0,5,0,1,8,0,1,0,0,0,0,0,98,188,141,0,11,33,55,26,0,8,745,502,217,0,5,144,165,81,0,3,487,406,154,0,0,121,119,40,0,0,0,0,0,0,0,0,1122,21,33,905,,,,,,,,,,,,,,,,,,
16,Tripura                                           ,1604  ,NORTH TRIPURA                                     ,1081,1760,1398,18,51,0,190,89,181,0,28,0,221,63,24,0,0,4,632,341,449,0,5,8,217,171,231,0,3,9,139,1181,814,8,66,12,38,80,49,9,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,1358,1048,11,42,360,478,521,7,37,0,0,0,0,0,17,9,6,0,0,7,4,4,0,0,0,0,0,0,0,108,223,162,1,7,45,74,69,2,3,409,329,191,1,9,136,125,114,2,12,306,526,260,0,5,92,175,141,0,8,0,0,0,0,0,0,821,4,27,771,,,,,,,,,,,,,,,,,,
16,Tripura                                           ,1602  ,SOUTH TRIPURA                                     ,1961,2744,2417,0,227,0,86,92,254,0,20,0,628,289,167,0,0,0,870,488,633,0,1,44,366,218,348,0,4,13,130,1723,1407,0,217,75,10,80,74,0,24,12,4,2,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,0,1619,2362,2036,0,196,393,439,597,0,51,0,0,0,0,0,23,25,18,0,0,12,10,20,0,0,0,0,0,0,0,176,409,434,0,38,51,62,84,0,9,945,770,511,0,20,168,157,176,0,6,560,870,437,0,22,122,166,108,0,10,0,0,0,0,0,0,3837,23,37,766,,,,,,,,,,,,,,,,,,
16,Tripura                                           ,1601  ,WEST TRIPURA                                      ,3436,5141,5584,0,142,0,316,278,860,0,32,0,1181,574,517,0,0,13,1549,1031,1556,0,0,130,624,502,973,0,5,63,241,3032,2921,0,151,254,26,150,269,0,16,71,3,6,10,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,2580,3953,4043,0,110,1044,1345,2203,0,64,0,0,0,0,0,66,79,109,0,0,62,42,89,0,0,0,0,0,0,0,295,578,752,0,20,111,158,271,0,9,1560,1617,1110,0,18,639,566,663,0,13,720,1039,616,0,15,308,368,309,0,7,0,0,0,0,0,0,7280,85,51,451,,,,,,,,,,,,,,,,,,
09,Uttar Pradesh                                     ,0915  ,AGRA                                              ,6861,31,0,2249,35,0,4014,2068,97,844,170,0,316,56,1,90,4,32,439,60,6,158,1,92,1032,226,6,648,22,1227,3553,1090,36,1141,78,1293,1965,508,45,962,99,459,63,4,2,20,1,12,3,0,0,0,0,5,374,145,0,59,0,0,4051,1158,73,1891,177,3694,931,23,1187,28,0,0,0,0,0,1437,7,0,4,0,1693,5,1,11,0,0,0,0,0,0,987,144,2,434,16,785,144,5,254,1,39,10,3,9,3,53,12,0,12,1,181,11,0,52,0,159,8,0,14,0,0,2,0,0,0,0,8926,420,13,399,,,,,,,,,,,,,,,,,,
09,Uttar Pradesh                                     ,0912  ,ALIGARH                                           ,6083,36,0,2584,8,0,3724,1522,30,1591,70,0,79,8,0,33,3,26,292,39,0,120,0,45,1188,194,1,752,9,901,2769,671,9,1338,23,1429,2424,550,17,1808,38,694,65,10,0,30,1,4,11,1,0,1,0,2,11,0,0,16,0,0,4068,753,19,2812,57,2771,720,8,1286,17,0,0,0,0,0,1238,48,3,52,3,1741,37,0,25,1,0,0,0,0,0,815,79,1,507,4,509,59,1,258,0,67,5,0,41,0,41,1,0,16,1,930,4,0,559,0,888,5,0,330,0,11,0,0,0,0,0,9592,1597,19,952,,,,,,,,,,,,,,,,,,
09,Uttar Pradesh                                     ,0945  ,ALLAHABAD                                         ,8219,43,0,2998,10,0,2312,2265,0,2089,18,0,47,12,0,29,0,11,130,12,0,100,0,7,863,135,0,735,1,1212,3187,1273,0,2251,7,1830,2633,919,1,1919,19,574,59,15,0,26,1,2,4,0,0,3,0,4,1,0,0,0,0,0,3937,1323,1,3183,28,2987,1043,0,1880,0,0,0,0,0,0,1322,3,0,12,0,2328,1,0,12,0,0,0,0,0,0,830,98,0,395,2,609,84,0,252,0,47,9,0,38,0,45,15,0,16,0,2603,39,0,1172,0,3167,15,0,1032,0,43,62,1,0,0,0,13651,340,10,3017,,,,,,,,,,,,,,,,,,
