24,GUJARAT                                           ,2402,BANAS KANTHA                                      ,2012-13,1026,1337,1,2,4,3,11,0,45,139,33,15,9,21,4,0,1016,1294,0,2,3,3,11,0,25,91,14,10,9,9,4,0,25,2,0,0,2,0,9,38,21,1,0,0,0,0,0,22,0,0,0,0,99.81,99.80,100.00,100.00,100.00,100.00,100.00,99.81,1067,1476,34,17,13,24,15,2646,849,26,0,0,0,0,0,875,494,135,0,6,2,2,4,643,279,20,0,4,3,1,13,320,266,39,0,2,1,0,8,955,1223,0,0,2,1,6,3224,13076,345,71,50,197,21,0,2942,11392,344,71,44,200,24,0,104,868,0,0,0,0,0,0,198,1014,0,0,6,5,0,0,157,625,205,1,44,71,44,0,96.11,95.84,0.00,12.50,0.00,66.67,0.00,96.69,95.69,0.00,0.00,0.00,66.67,0.00,198337,173396,72065,57385,38347,34265,54716,43380,156904,137099,62590,49838,148024,129878,9077,7869,476,558,323,710,1150,1220,513,553,0,0,0,0,0,0,0,0,34.71,70.81,96.97,94.12,100.00,87.50,100.00,1027,1471,34,17,13,24,15,250,1389,31,13,13,20,13,1015,1292,0,0,0,0,0,1015,1327,0,0,0,3,0,646,1337,31,17,13,24,15,1418,827,1261,602,234,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2421,BHARUCH                                           ,2012-13,246,681,3,18,2,0,3,0,26,83,85,3,6,48,1,0,218,652,0,1,1,0,2,0,20,40,47,2,3,33,1,0,15,5,1,0,0,0,3,24,6,3,0,0,0,0,0,9,0,0,0,0,100.00,99.72,100.00,100.00,100.00,100.00,100.00,99.83,272,764,88,21,8,48,5,1206,210,65,0,0,0,0,0,275,65,37,1,2,0,1,0,106,163,62,1,0,1,2,4,233,24,7,0,0,0,0,1,198,617,0,13,0,0,0,877,5330,1104,94,34,460,7,0,770,4613,1111,82,25,454,7,0,42,373,3,1,5,0,0,0,60,371,0,11,4,6,0,0,102,512,812,15,78,208,15,0,100.00,99.42,0.00,90.00,0.00,0.00,0.00,100.00,100.00,66.67,100.00,66.67,0.00,0.00,47912,48465,24157,23453,10425,10900,19018,19401,42786,40275,25878,24981,39414,39723,5654,5655,49,80,718,272,300,260,309,324,0,0,0,0,0,0,1,0,98.11,98.62,100.00,100.00,100.00,97.87,100.00,265,761,88,20,8,48,5,82,705,87,13,8,48,4,242,680,0,18,0,0,1,244,671,0,18,0,0,0,55,752,82,5,7,43,5,445,279,377,210,210,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2414,BHAVNAGAR                                         ,2012-13,101,1077,2,15,1,0,1,0,26,187,103,4,4,27,4,0,61,971,1,0,0,0,0,0,11,63,41,2,3,12,4,0,7,1,1,1,1,0,1,12,6,0,0,0,0,0,0,6,0,0,0,0,97.58,99.50,100.00,100.00,100.00,100.00,100.00,99.39,126,1262,105,19,5,27,5,1549,408,0,0,0,0,0,0,408,42,153,10,3,3,1,0,212,44,45,11,2,4,0,3,109,38,42,0,2,0,0,0,36,799,0,6,0,0,1,529,10330,1115,123,9,277,14,0,445,8796,1095,105,9,277,14,0,15,617,2,2,0,0,0,0,69,873,18,16,0,0,0,0,21,628,328,23,15,101,2,0,96.12,98.98,0.00,82.35,0.00,0.00,100.00,96.12,99.08,0.00,82.35,0.00,0.00,100.00,124301,114295,57975,53773,15970,15728,54351,50080,113502,103694,57349,52101,115945,105980,7213,6923,612,758,102,143,1257,1313,397,325,0,0,0,0,0,0,0,0,95.12,98.22,100.00,100.00,100.00,100.00,100.00,122,1255,103,19,5,27,5,43,1173,89,15,5,23,4,98,1061,0,14,0,0,1,97,1065,0,13,0,0,1,118,1251,99,19,2,27,5,959,705,818,506,219,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2418,DOHAD                                             ,2012-13,805,911,6,1,1,0,2,13,29,79,3,6,3,1,2,3,795,881,5,1,0,0,2,12,20,60,3,2,3,1,2,2,37,6,0,0,0,0,2,46,23,0,0,0,0,0,0,23,0,0,0,0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.89,832,990,9,7,4,1,4,1860,745,0,0,0,0,0,0,745,229,58,4,0,1,0,2,302,153,6,6,0,2,0,4,187,158,27,1,0,1,0,2,676,770,1,0,0,0,0,2586,8372,46,76,13,5,6,1,2341,7524,48,76,13,5,10,1,58,263,0,0,0,0,0,0,169,570,2,0,0,0,0,0,351,1248,24,0,9,2,8,79,98.04,97.80,66.67,71.43,100.00,0.00,0.00,97.92,99.16,66.67,71.43,100.00,0.00,0.00,132415,123814,46672,46373,23475,21841,30040,29807,119318,110753,51650,42339,85080,78858,6951,7620,866,918,689,853,1734,1824,872,1024,0,0,0,0,0,0,0,0,99.76,100.00,100.00,100.00,100.00,100.00,100.00,785,971,9,7,3,1,4,200,715,7,4,1,1,2,790,893,2,0,0,0,1,778,884,6,0,0,0,0,792,973,7,7,4,1,4,1212,584,996,460,209,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2406,GANDHINAGAR                                       ,2012-13,110,527,4,0,1,0,3,1,24,143,70,27,12,20,3,0,102,462,0,0,0,0,0,0,19,87,44,27,9,11,3,0,2,1,0,0,0,0,3,6,6,1,0,0,0,0,0,7,0,0,0,0,99.25,99.68,98.53,100.00,100.00,100.00,100.00,99.56,133,670,74,27,13,20,6,943,111,93,0,0,0,0,0,204,17,7,1,0,2,0,1,28,67,40,4,2,5,0,5,124,29,6,0,0,0,0,0,43,319,0,0,0,0,0,438,5427,882,134,30,236,9,0,393,4809,882,133,30,231,9,0,14,159,0,1,0,0,0,0,21,336,0,0,0,5,0,0,161,1048,423,30,32,91,17,0,94.83,97.42,16.67,76.19,37.50,0.00,20.00,96.55,97.24,16.67,66.67,37.50,0.00,0.00,62300,56624,7271,6587,8456,10814,6110,5530,60086,53052,9139,6799,53292,49007,1839,2155,398,377,329,144,423,245,59,177,0,0,0,0,0,0,0,0,99.25,100.00,100.00,100.00,100.00,100.00,100.00,133,665,73,27,13,20,5,62,645,70,18,7,19,4,110,525,0,0,0,0,0,108,507,2,0,0,0,0,127,657,73,26,13,19,5,427,283,315,181,201,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2410,JAMNAGAR                                          ,2012-13,155,1278,7,0,4,2,4,9,29,215,65,4,5,60,1,0,142,1137,7,0,1,0,3,0,18,135,23,1,3,31,0,0,44,60,0,0,0,0,0,104,54,76,0,0,0,1,0,131,0,0,0,0,99.45,98.66,97.10,100.00,83.33,100.00,60.00,98.56,177,1486,70,4,8,62,5,1812,1617,3039,0,0,0,406,0,5062,55,201,4,2,1,6,0,269,144,361,12,1,4,9,5,545,75,107,1,0,1,0,4,52,798,2,0,0,0,0,456,7890,766,20,47,500,4,0,413,6896,767,20,46,500,4,0,22,499,0,0,0,0,0,0,25,536,0,0,1,0,0,0,43,616,494,9,35,206,2,0,88.39,94.79,15.00,0.00,16.67,0.00,0.00,88.39,94.33,10.00,0.00,16.67,0.00,0.00,65437,67940,27784,29197,7081,7338,21296,22783,52745,54708,22724,24221,53201,55441,1905,1732,0,582,280,162,465,481,122,205,0,0,0,0,0,0,0,0,42.39,66.16,90.16,100.00,85.71,90.00,25.00,171,1474,70,4,8,62,2,38,1195,62,4,7,56,1,120,1233,2,0,0,0,0,148,1260,2,0,1,0,0,141,1370,70,4,7,58,5,664,473,633,400,216,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2412,JUNAGADH                                          ,2012-13,169,1163,1,3,1,16,2,0,65,556,68,10,1,59,1,0,152,1057,0,1,0,16,0,0,40,303,25,4,1,21,1,0,22,16,0,1,0,0,1,40,7,2,0,2,0,0,0,11,0,0,0,0,98.28,99.21,100.00,100.00,100.00,100.00,100.00,99.17,232,1717,69,13,2,75,3,2111,189,41,0,137,0,0,0,367,77,90,1,3,0,1,2,174,182,194,5,7,1,2,3,394,58,40,0,3,0,0,0,112,991,0,0,0,16,0,659,12141,860,64,14,766,4,0,568,10554,863,64,14,740,6,0,36,878,0,0,0,22,0,0,49,687,0,0,0,19,0,0,97,768,395,26,3,195,8,0,98.82,99.49,0.00,0.00,0.00,100.00,0.00,98.82,99.49,0.00,40.00,0.00,93.75,0.00,81006,84347,40874,44505,19538,21507,36787,40305,77787,79504,40775,42516,73752,77813,7529,8812,109,162,261,450,492,521,159,200,0,0,0,0,0,0,0,0,98.72,98.79,98.55,100.00,100.00,100.00,100.00,226,1699,69,13,2,75,3,65,1553,63,8,2,71,1,157,1133,0,0,0,16,0,166,1159,0,2,0,16,0,219,1685,69,13,2,75,2,740,526,638,325,217,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2401,KACHCHH                                           ,2012-13,155,1552,5,0,1,0,0,0,42,161,43,7,4,31,0,0,130,1443,1,0,0,0,0,0,24,71,18,3,2,19,0,0,25,27,0,0,0,0,0,52,50,104,0,0,0,0,0,154,0,0,0,0,99.49,99.08,100.00,100.00,100.00,100.00,0.00,99.16,197,1713,48,7,5,31,0,2001,2151,5615,0,0,0,0,0,7766,40,410,1,3,1,0,0,455,102,405,2,0,1,0,0,510,75,179,1,0,0,0,0,103,1263,0,0,0,0,0,580,9571,693,33,35,342,0,0,558,8600,682,32,35,352,0,0,8,383,2,0,0,0,0,0,16,607,2,1,0,0,0,0,120,1452,263,8,26,114,0,0,93.55,98.28,0.00,0.00,0.00,0.00,0.00,93.55,98.34,0.00,0.00,0.00,0.00,0.00,94440,86658,37383,29783,10625,11284,25096,20654,58477,53158,28029,22141,68067,62498,2754,2487,84,180,64,98,313,260,331,191,0,0,0,0,0,0,0,0,53.93,55.12,95.65,100.00,100.00,83.87,0.00,183,1687,48,7,5,31,0,58,1288,44,5,5,30,0,130,1520,0,0,0,0,0,147,1531,1,0,1,0,0,144,1534,46,7,5,30,0,859,608,890,583,220,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2416,KHEDA                                             ,2012-13,696,1014,0,1,1,1,0,0,43,137,14,23,10,7,1,0,657,934,0,0,0,1,0,0,22,62,10,15,9,4,1,0,16,2,0,0,0,0,0,18,26,1,0,1,1,0,0,29,0,0,0,0,99.32,99.28,100.00,100.00,100.00,100.00,100.00,99.32,737,1150,14,24,11,8,1,1945,747,27,0,75,74,0,0,923,262,97,0,3,0,0,0,362,480,32,0,2,2,1,0,517,37,13,0,0,0,0,0,590,882,0,1,1,1,0,1919,9425,202,122,76,45,3,0,1678,8041,202,117,72,41,3,0,115,767,0,0,1,3,0,0,114,609,0,5,3,1,0,0,52,228,104,7,39,18,12,0,98.16,98.15,0.00,4.76,0.00,33.33,0.00,99.01,98.93,75.00,85.71,88.89,66.67,0.00,95491,87050,49422,47151,11544,10149,42307,37314,85834,77465,47728,41500,83484,76398,3557,3131,418,220,186,97,889,497,492,314,0,0,0,0,0,0,0,0,33.38,68.41,100.00,86.96,90.91,87.50,100.00,731,1148,14,23,11,8,1,117,1119,13,13,9,8,1,692,983,0,1,1,1,0,696,1009,0,1,0,1,0,663,1132,14,24,11,8,1,636,348,605,315,229,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2404,MAHESANA                                          ,2012-13,177,833,1,0,1,0,0,0,31,127,40,20,10,22,4,0,166,774,0,0,0,0,0,0,19,51,28,17,7,12,4,0,3,0,0,1,0,0,0,4,9,1,0,2,0,0,0,12,0,0,0,0,100.00,99.68,100.00,100.00,100.00,100.00,100.00,99.76,208,959,41,20,11,22,4,1265,262,0,0,147,0,0,0,409,46,35,0,2,0,0,1,84,98,53,1,5,1,0,1,159,37,13,0,0,0,0,0,164,791,0,0,0,0,0,739,8388,425,82,55,181,9,0,673,7412,419,79,50,181,9,0,21,410,0,0,0,0,0,0,50,596,6,3,5,0,0,0,59,1012,410,0,68,78,21,0,100.00,99.77,50.00,88.89,62.50,33.33,66.67,100.00,99.77,50.00,88.89,62.50,33.33,100.00,90658,75497,37447,31373,10680,9334,30019,25041,73319,63700,36345,30103,72347,61639,2801,2527,32,37,242,117,663,546,369,297,0,0,0,0,0,0,0,0,98.08,98.70,100.00,100.00,100.00,95.45,100.00,208,960,41,20,11,21,4,114,908,38,13,8,21,2,172,827,0,0,0,0,0,177,829,0,0,0,0,0,191,947,41,20,11,22,4,551,368,567,335,224,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2420,NARMADA                                           ,2012-13,294,441,0,1,0,1,0,0,9,22,3,5,1,3,2,0,292,434,0,0,0,1,0,0,8,13,1,5,1,1,2,0,17,3,0,0,0,0,0,20,2,1,0,0,0,1,0,4,0,0,0,0,95.71,95.18,100.00,100.00,100.00,100.00,100.00,95.48,300,459,3,6,1,4,2,775,90,147,0,0,0,168,0,405,110,60,0,0,0,0,0,170,198,52,0,2,0,0,1,253,18,6,0,1,0,0,0,259,369,0,0,0,0,0,706,2531,31,20,2,36,6,0,546,2069,31,18,2,24,6,0,77,251,0,0,0,0,0,0,82,220,0,2,0,0,0,0,76,226,9,8,0,20,0,0,100.00,98.87,0.00,33.33,100.00,100.00,0.00,100.00,98.87,0.00,0.00,100.00,100.00,0.00,26653,25448,13065,12593,5708,5496,11524,11247,24949,23883,12379,12201,24415,23512,2551,2648,732,646,279,216,378,420,282,386,0,0,0,0,0,0,0,0,35.10,63.44,100.00,100.00,100.00,66.67,50.00,302,461,3,5,1,4,2,35,347,3,3,1,4,1,294,397,0,0,0,0,0,284,426,0,0,0,1,0,283,449,3,6,1,4,2,251,121,190,68,227,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2424,NAVSARI                                           ,2012-13,273,488,0,3,3,0,5,0,16,85,23,1,1,4,3,0,268,445,0,0,3,0,4,0,10,55,14,1,0,3,3,0,5,0,0,0,1,0,7,13,15,2,0,0,0,0,0,17,0,0,0,0,100.00,99.82,100.00,100.00,100.00,100.00,100.00,99.89,288,573,23,4,4,4,8,904,381,225,0,0,0,0,0,606,32,2,0,0,0,0,1,35,170,22,3,0,2,0,6,203,7,1,0,1,0,0,2,258,442,0,2,2,0,0,841,4858,223,20,8,34,7,0,700,4255,209,12,8,34,7,0,25,214,7,0,0,0,0,0,79,318,7,8,0,0,0,0,117,417,173,0,11,6,27,0,100.00,100.00,100.00,66.67,100.00,0.00,0.00,99.63,99.19,100.00,66.67,0.00,0.00,0.00,38545,36576,19313,19214,5546,5700,12695,12955,33710,32171,19018,18200,26174,25574,2422,2617,561,505,215,252,294,264,77,79,0,0,0,0,0,0,0,0,63.67,89.58,100.00,75.00,100.00,100.00,85.71,288,573,23,4,4,4,7,107,560,20,4,3,4,6,273,469,0,2,2,0,0,271,473,0,2,0,0,0,284,557,22,4,4,4,8,253,145,277,130,230,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2417,PANCH MAHALS                                      ,2012-13,1136,1281,0,6,2,0,4,0,44,94,50,11,12,10,11,0,1115,1220,0,4,1,0,4,0,28,43,28,6,10,3,8,0,52,6,0,0,3,0,0,61,5,0,0,0,0,0,0,5,0,0,0,0,100.00,99.93,79.07,100.00,100.00,100.00,100.00,99.62,1180,1375,39,17,14,10,15,2650,207,0,0,0,0,0,0,207,379,119,9,4,3,0,2,516,542,37,24,3,7,0,3,616,146,31,0,5,1,0,4,1090,1222,0,3,0,0,0,3107,9550,283,63,38,100,39,0,2635,8087,276,64,37,108,38,0,212,775,0,1,0,0,0,0,247,845,2,0,0,2,0,0,184,681,220,4,39,33,32,0,100.00,99.46,75.00,46.67,62.50,100.00,37.50,100.00,99.46,100.00,46.67,62.50,100.00,37.50,124852,118296,52263,50401,20044,18339,42688,41588,112805,106173,52315,49345,105879,99785,6812,7105,1273,1285,818,979,1410,1378,514,709,0,0,0,0,0,0,0,0,28.10,65.13,76.74,81.82,100.00,88.89,64.29,1175,1369,36,17,14,10,14,151,1290,33,7,9,10,11,1135,1244,0,5,0,0,0,1133,1273,0,4,0,0,0,1085,1311,49,17,13,10,15,1126,605,689,312,228,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2403,PATAN                                             ,2012-13,157,674,0,2,1,0,4,1,15,71,9,8,6,2,7,0,148,635,0,1,0,0,1,0,5,28,6,4,4,1,6,0,8,1,2,0,1,0,1,13,2,1,1,1,0,0,0,5,0,0,0,0,100.00,99.45,100.00,100.00,85.71,100.00,100.00,99.46,172,744,9,10,7,2,9,953,90,45,0,67,0,0,0,202,50,66,2,1,1,0,4,124,68,34,5,2,5,0,11,126,43,18,0,0,0,0,1,145,635,0,2,0,0,0,550,6257,66,51,27,17,9,0,497,5510,66,51,25,17,6,0,14,320,0,0,2,0,3,0,31,415,0,0,0,0,0,0,42,622,47,2,30,13,28,0,99.39,98.97,0.00,57.14,0.00,0.00,0.00,99.39,98.97,0.00,57.14,0.00,0.00,0.00,70311,62099,29394,23006,9669,8512,22386,17784,58494,50180,27712,21192,55899,48889,3256,3544,484,393,265,400,410,398,444,401,0,0,0,0,0,0,0,0,98.83,99.57,100.00,100.00,100.00,100.00,100.00,171,742,6,10,7,2,9,82,656,7,9,4,2,3,157,673,0,2,0,0,0,157,662,0,1,1,0,0,141,692,9,10,7,2,10,481,294,399,174,217,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2411,PORBANDAR                                         ,2012-13,43,291,2,0,1,0,1,0,18,76,14,1,3,7,0,0,35,251,0,0,0,0,1,0,12,37,8,0,0,2,0,0,5,4,0,0,2,0,1,12,4,9,0,0,0,0,0,13,0,0,0,0,80.33,98.00,100.00,0.00,100.00,100.00,0.00,95.67,61,366,18,1,4,8,1,459,111,289,0,0,0,0,0,400,16,36,0,0,0,0,0,52,47,60,0,1,2,0,1,111,24,15,0,0,0,0,0,16,233,0,0,0,0,0,171,2543,273,5,18,104,1,0,169,2463,277,5,18,104,3,0,3,52,0,0,0,0,0,0,4,59,0,0,0,0,0,0,33,377,89,1,12,37,0,0,83.72,99.66,50.00,0.00,0.00,0.00,0.00,83.72,99.66,50.00,0.00,0.00,0.00,0.00,17497,17849,10381,10406,3405,3539,9559,9510,16465,16776,9740,9885,16314,16391,2327,1906,76,74,395,249,0,0,72,24,0,0,2,0,0,1,0,0,65.00,89.74,100.00,100.00,100.00,100.00,100.00,51,360,18,1,4,8,1,13,312,17,1,3,8,1,31,281,0,0,0,0,0,36,290,1,0,0,0,0,53,351,18,1,4,8,1,151,105,155,78,216,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2409,RAJKOT                                            ,2012-13,59,1382,2,0,1,1,0,2,74,761,110,7,5,55,5,0,39,1184,1,0,0,0,0,0,42,226,53,5,4,28,3,0,4,12,2,0,1,0,0,19,5,25,0,0,0,0,0,30,0,0,0,0,93.18,98.43,100.00,100.00,100.00,100.00,100.00,98.26,129,2136,112,7,6,56,5,2451,62,1202,0,0,0,0,0,1264,15,115,7,0,0,0,1,138,69,255,13,1,2,1,3,346,26,127,1,0,0,1,0,21,1026,0,0,0,0,0,607,15432,1175,39,29,511,36,0,591,14269,1195,39,29,507,36,0,3,545,0,0,0,0,0,0,17,689,0,0,0,0,0,0,58,2014,400,0,20,100,5,0,77.97,98.42,0.00,0.00,0.00,0.00,0.00,76.27,98.35,0.00,0.00,0.00,0.00,0.00,88675,85441,42908,41967,10794,10056,38598,37427,78875,75507,39955,38872,79210,75992,4012,3582,132,84,130,107,402,220,195,90,0,0,0,0,0,0,0,0,69.47,79.79,93.46,85.71,100.00,98.18,100.00,124,2129,112,7,6,56,5,69,1952,101,6,6,52,4,44,1334,0,0,0,0,0,51,1362,0,0,0,0,0,128,2024,110,7,6,52,5,944,669,912,622,228,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2405,SABAR KANTHA                                      ,2012-13,971,1568,1,2,3,6,2,0,66,123,69,14,42,36,14,0,937,1507,0,2,1,6,2,0,38,60,41,10,30,22,13,0,24,3,1,0,2,1,1,32,53,2,0,2,0,0,0,57,0,0,0,0,99.90,100.00,100.00,100.00,100.00,100.00,100.00,99.97,1037,1691,70,16,45,42,16,2917,2280,175,0,204,0,0,0,2659,217,106,3,1,4,0,6,337,669,111,3,1,6,3,4,797,74,11,0,2,1,0,0,895,1416,0,0,1,0,0,2697,10623,599,75,243,320,50,0,2246,9009,592,75,243,316,50,0,225,1015,0,0,0,0,0,0,216,643,7,0,0,4,0,0,39,366,216,2,197,80,44,0,98.87,98.79,38.46,58.33,56.25,85.71,0.00,99.08,98.86,46.15,66.67,62.50,85.71,0.00,113171,103940,44918,43416,7361,6522,40035,38693,100509,92737,47309,44172,101556,94336,2486,2191,1592,1133,943,746,2480,2047,1298,1119,0,0,0,0,0,0,0,0,61.14,89.40,91.30,68.75,88.64,90.48,81.25,1037,1690,70,16,45,42,16,217,1602,62,12,37,37,11,968,1495,0,0,1,0,0,971,1561,0,0,1,5,0,1012,1666,70,15,45,42,16,864,482,776,336,223,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2422,SURAT                                             ,2012-13,571,788,5,2,0,0,1,5,49,287,417,7,10,76,14,0,557,468,3,2,0,0,0,0,16,108,68,6,5,31,12,0,8,2,2,1,1,0,6,20,22,0,0,0,0,0,0,22,0,0,0,0,53.07,90.48,96.56,100.00,100.00,96.05,85.71,80.90,620,1075,416,9,10,76,13,2220,834,0,0,0,0,0,0,834,87,11,11,1,0,2,4,117,364,23,14,1,3,1,14,425,25,53,1,0,0,0,0,494,474,1,2,0,0,0,1815,11557,5438,50,109,800,26,0,1546,11016,5434,47,109,795,26,0,90,173,8,0,0,0,0,0,187,418,14,3,0,16,0,0,142,2799,1154,11,13,178,112,5,99.65,97.01,40.91,83.33,0.00,66.67,0.00,99.65,96.64,36.36,66.67,0.00,66.67,0.00,98635,98727,45357,44232,10179,9115,27828,27348,92959,84898,49175,44159,59320,57607,4406,4452,562,543,506,484,418,474,348,444,0,0,0,0,0,0,0,0,53.00,90.29,98.53,100.00,100.00,97.33,100.00,617,1074,419,9,10,76,15,253,1009,397,6,9,73,7,571,775,3,2,0,0,0,565,775,2,2,0,0,0,617,1072,409,9,10,72,14,977,699,977,692,237,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2408,SURENDRANAGAR                                     ,2012-13,112,885,2,19,1,0,0,0,28,140,34,7,3,15,3,0,85,802,0,12,0,0,0,0,14,48,11,1,1,1,2,0,8,8,0,0,1,0,1,18,11,5,0,0,0,0,0,16,0,0,0,0,93.48,99.09,100.00,100.00,100.00,100.00,100.00,98.51,139,1024,36,26,4,15,3,1247,496,274,0,0,0,0,0,770,40,130,2,2,1,1,2,178,52,55,2,2,1,2,3,117,52,53,0,1,0,0,0,76,761,0,15,0,0,0,477,7542,399,165,16,117,3,0,442,6631,394,158,16,117,3,0,17,487,0,5,0,0,0,0,31,523,0,7,0,0,0,0,53,421,176,46,31,11,5,0,92.11,97.53,0.00,70.00,0.00,0.00,0.00,91.23,97.53,0.00,70.00,0.00,0.00,0.00,81882,76240,36499,32275,11463,10899,30856,27052,71253,66987,33851,29626,68119,63482,3770,3933,183,133,147,232,621,718,338,344,0,0,0,0,0,0,0,0,61.87,82.45,100.00,82.61,100.00,100.00,100.00,123,1020,36,26,4,15,3,48,983,34,25,4,15,1,92,853,0,19,0,0,0,110,876,1,18,1,0,0,126,1000,35,25,4,15,3,643,440,568,285,230,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,GUJARAT                                           ,2426,TAPI                                              ,2012-13,482,378,0,0,2,0,0,0,11,14,3,3,5,5,12,0,476,370,0,0,2,0,0,0,11,9,2,2,4,3,11,0,12,3,0,0,2,0,9,26,29,0,0,0,1,0,0,30,0,0,0,0,66.94,85.17,100.00,100.00,83.33,100.00,83.33,75.47,493,392,3,3,7,5,12,915,1005,0,0,0,0,0,0,1005,92,8,0,0,0,1,1,102,373,8,0,0,2,0,9,392,32,3,0,0,1,0,0,464,336,0,0,0,0,0,1190,2885,28,16,30,64,11,0,812,2174,28,15,28,64,11,0,93,217,0,1,0,0,0,0,203,356,0,0,2,0,3,0,22,91,5,0,37,0,16,0,99.59,99.21,100.00,66.67,16.67,0.00,0.00,99.59,99.21,100.00,66.67,16.67,0.00,0.00,33455,31942,15612,15689,3765,3552,12817,13276,31027,30147,15712,15392,28633,27598,1466,1657,771,756,664,673,906,855,947,913,0,0,0,0,0,0,0,0,44.02,77.84,100.00,66.67,80.00,100.00,100.00,491,392,3,3,6,5,12,103,374,3,2,6,5,8,482,375,0,0,1,0,0,482,377,0,0,1,0,0,486,391,3,3,7,5,11,229,114,210,80,236,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
